"lnLik","k","AIC","dAIC","AICwt"
-7913.45130371782,5,15834.9026074356,4070.94541285707,0
-6904.02422119969,8,13822.0484423994,2058.09124782081,0
-7811.04513904795,10,15640.0902780959,3876.13308351733,0
-7900.3369234135,16,15830.673846827,4066.71665224843,0
-7772.48688397207,14,15570.9737679441,3807.01657336557,0
-7752.25148115123,10,15522.5029623025,3758.5457677239,0
-6689.94978494267,7,13391.8995698853,1627.94237530678,0
-6796.95060570689,10,13611.9012114138,1847.94401683521,0
-5871.66806565653,12,11765.3361313131,1.37893673449253,0.334151348034375
-10248.9894116949,20,20535.9788233899,8772.02162881133,0
-6287.88334741473,16,12605.7666948295,841.809500250898,1.06356769737054e-183
-7291.83504308091,14,14609.6700861618,2845.71289158325,0
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-6034.33222937011,10,12086.6644587402,322.707264161652,5.602520793664e-71
-6647.92699235058,7,13307.8539847012,1543.89679012259,0
-6624.29443724612,10,13266.5888744922,1502.63167991368,0
-7607.35853574357,12,15236.7170714871,3472.75987690858,0
-9394.63461456695,20,18827.2692291339,7063.31203455534,0
-6669.8366090222,16,13369.6732180444,1605.71602346584,0
-6763.30760561664,14,13552.6152112333,1788.65801665471,0
-6654.98181766498,9,13325.96363533,1562.00644075139,0
-6487.83216871334,12,12997.6643374267,1233.70714284811,8.45810969020403e-269
-6124.2466781839,14,12274.4933563678,510.536161789229,9.15917983626065e-112
-9472.65778751774,24,18991.3155750355,7227.35838045691,0
-6535.06008453073,18,13104.1201690615,1340.1629744829,6.46670709537271e-292
-6429.57002085024,18,12893.1400417005,1129.18284712193,4.21148969544821e-246
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-5870.97859728928,12,11763.9571945786,0,0.665848651965625
