"lnLik","k","AIC","dAIC","AICwt"
-812.50412623755,5,1633.0082524751,86.4230327405253,1.23620279468676e-19
-793.192225397491,8,1600.38445079498,53.7992310604075,1.50057686080516e-12
-778.172355804861,10,1574.34471160972,27.7594918751465,6.77198152220367e-07
-759.345858214456,16,1548.69171642891,2.10649669433747,0.251879539190178
-775.956794619526,14,1577.91358923905,31.3283695044763,1.13695646086905e-07
-794.785844347179,10,1607.57168869436,60.9864689597835,4.12638138256636e-14
-837.771003991517,7,1687.54200798303,140.956788248459,1.77924262273323e-31
-782.997971447993,10,1583.99594289599,37.41072316141,5.43222210983465e-09
-769.43458593202,12,1560.86917186404,14.2839521294648,0.000571336592837098
-772.645102483743,20,1583.29020496749,36.7049852329108,7.73083782446742e-09
-761.923289544716,16,1553.84657908943,7.2613593548574,0.0191350096631707
-784.450025348956,14,1594.90005069791,48.3148309633361,2.32905955955215e-11
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-764.292609867288,10,1546.58521973458,0,0.722125756213008
-785.794514197327,7,1583.58902839465,37.003808660078,6.65790938575902e-09
-783.082106273171,10,1584.16421254634,37.5789928117674,4.9938814514829e-09
-768.946195645061,12,1559.89239129012,13.307171555547,0.000931101973580417
-759.667023965603,20,1557.33404793121,10.74882819663,0.00334606558366936
-783.13495256388,16,1596.26990512776,49.6846853931852,1.17414162494484e-11
-787.181579504259,14,1600.36315900852,53.7779392739433,1.51663717838217e-12
-784.615432927735,9,1585.23086585547,38.6456461208943,2.92966124066167e-09
-772.866953305681,12,1567.73390661136,21.148686876787,1.8460090690879e-05
-783.875451791235,14,1593.75090358247,47.1656838478943,4.13727815571335e-11
-759.482821964564,24,1564.96564392913,18.3804241945525,7.36808171941915e-05
-762.223411167295,18,1558.44682233459,11.8616026000143,0.0019182206303273
-777.204639653943,18,1588.40927930789,41.8240595733098,5.97907076613288e-10
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-780.394793166913,12,1582.78958633383,36.2043665992503,9.92966319588136e-09
