"lnLik","k","AIC","dAIC","AICwt"
-135.439790097606,5,278.879580195212,7.17316700725081,0.0138052607124905
-131.474730325762,8,276.949460651524,5.24304746356194,0.0362380438625468
-130.635919328726,10,279.271838657451,7.5654254694897,0.0113466267765568
-128.726354330971,16,287.452708661942,15.7462954739808,0.000189851232037481
-130.528314675229,14,287.056629350458,15.3502161624967,0.000231430689648155
-432.066763314988,10,882.133526629975,610.427113442014,1.39673672124193e-133
-129.853206593981,7,271.706413187962,0,0.498514778148973
-129.171338485926,10,276.342676971853,4.63626378389091,0.0490824404364545
-431.0826006796,12,884.1652013592,612.458788171239,5.0575710115257e-134
-423.241338649577,20,884.482677299154,612.776264111193,4.3152202271872e-134
-126.948281287891,16,283.896562575782,12.1901493878202,0.00112362328577049
-128.283440042157,14,282.566880084314,10.860466896352,0.00218452799806563
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-427.160645276333,10,872.321290552667,600.614877364705,1.88718529116411e-131
-131.296106003864,7,274.592212007729,2.8857988197671,0.117770029967654
-426.723164888005,10,871.446329776011,599.739916588049,2.92287243511413e-131
-128.080565447096,12,278.161130894192,6.45471770623055,0.0197721499837666
-422.205088172167,20,882.410176344334,610.703763156373,1.21630034250218e-133
-128.81808458226,16,287.636169164519,15.9297559765577,0.000173211003532672
-127.924158459081,14,281.848316918161,10.1419037301996,0.0031288995745092
-128.937831868121,9,273.875663736242,2.16925054828073,0.168512167868691
-428.319971135002,12,878.639942270004,606.933529082043,8.01192280152381e-133
-126.950490197277,14,279.900980394554,8.19456720659207,0.00828419622847026
-423.467606065724,24,892.935212131448,621.228798943486,6.30316022511579e-136
-127.07928082741,18,288.158561654819,16.4521484668574,0.00013339495040773
-129.784278253614,18,293.568556507227,21.8621433192656,8.92018649197532e-06
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-126.823506642621,12,275.647013285241,3.94060009727968,0.069500447093933
