"lnLik","k","AIC","dAIC","AICwt"
-1031.06798826602,5,2070.13597653205,46.1158671523085,4.50628000693293e-11
-1010.78999862717,8,2035.57999725435,11.5598878746107,0.00143732087306659
-1497.05837337357,10,3012.11674674714,988.096637367398,1.27436223322431e-215
-1303.39628699641,16,2636.79257399282,612.772464613086,4.03553825302699e-134
-1317.66595336194,14,2661.33190672388,637.31179734414,1.89344664182744e-139
-1317.55191915454,10,2653.10383830907,629.083728929337,1.1586584297208e-137
-1018.653160786,7,2049.30632157201,25.2862121922685,1.50286606652358e-06
-1012.32277988032,10,2042.64555976064,18.625450380905,4.20035820570491e-05
-1001.02863708104,12,2024.05727416208,0.037164782345144,0.45675284408099
-1304.65923245718,20,2647.31846491437,623.298355534632,2.09041876948753e-136
-1302.25888560881,16,2634.51777121762,610.497661837886,1.25854461194682e-133
-1334.16843629426,14,2694.33687258852,670.316763208781,1.2891866387858e-146
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-1302.45102795995,10,2622.90205591991,598.881946540173,4.18975997186037e-131
-1025.05784806948,7,2062.11569613895,38.0955867592147,2.48542082564348e-09
-1017.8281569883,10,2053.65631397659,29.6362045968563,1.70738487445556e-07
-1324.1274031738,12,2670.25480634761,646.234696967872,2.18610006136321e-141
-1300.04987044956,20,2638.09974089912,614.079631519385,2.09919982356137e-134
-1311.86331811233,16,2653.72663622467,629.706526844933,8.48626475153945e-138
-1010.93409442468,14,2047.86818884935,23.8480794696138,3.08465665863037e-06
-1020.71949210317,9,2057.43898420634,33.4188748266015,2.57593574664669e-08
-1017.26945876304,12,2056.53891752607,32.5188081463348,4.04000611260294e-08
-1000.81623086641,14,2027.63246173282,3.61235235308732,0.0764432500895069
-1294.96110499755,24,2635.92220999509,611.902100615358,6.23589234596331e-134
-1299.88896917528,18,2633.77793835056,609.757828970821,1.82188634384561e-133
-1338.0119955512,18,2710.0239911024,686.003881722666,5.05709709474299e-150
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-1001.01005468987,12,2024.02010937974,0,0.465319754423265
