"lnLik","k","AIC","dAIC","AICwt"
-652.174410086369,5,1312.34882017274,46.0867505892406,8.77563928359392e-11
-640.023971026082,8,1294.04794205216,27.7858724686653,8.26540149508622e-07
-651.845855682365,10,1321.69171136473,55.4296417812327,8.21288456515394e-13
-637.233908641359,16,1304.46781728272,38.2057476992204,4.51457421802456e-09
-629.190809405215,14,1284.38161881043,18.119549226931,0.000103819606036553
-647.979906357794,10,1313.95981271559,47.6977431320895,3.92153574241775e-11
-637.04846221271,7,1286.09692442542,19.8348548419224,4.40357598727981e-05
-649.243913202231,10,1316.48782640446,50.2257568209641,1.10791126975272e-11
-626.828611285927,12,1275.65722257185,9.39515298835636,0.00814250340235272
-630.409865296043,20,1298.81973059209,32.5576610085884,7.60472018040672e-08
-618.131034791749,16,1266.2620695835,0,0.893078220689217
-626.372188281684,14,1278.74437656337,12.4823069798695,0.00173936600217502
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-627.919786820953,10,1273.83957364191,7.57750405840761,0.020204839218609
-644.044137422509,7,1300.08827484502,33.8262052615191,4.03294550855675e-08
-642.331988581745,10,1302.66397716349,36.4019075799922,1.1125401732264e-08
-626.973034432572,12,1275.94606886514,9.68399928164672,0.00704751117288962
-628.005671249101,20,1294.0113424982,27.7492729147039,8.41804894637886e-07
-642.047121749184,16,1314.09424349837,47.8321739148705,3.66661156655648e-11
-624.709227040401,14,1275.4184540808,9.15638449730454,0.00917499566577281
-637.213928591584,9,1290.42785718317,24.16578759967,5.05074445545676e-06
-646.615220021615,12,1315.23044004323,48.9683704597314,2.07750921692532e-11
-622.833027622738,14,1271.66605524548,5.40398566197791,0.0599002895625172
-636.062249384252,24,1318.1244987685,51.8624291850049,4.88771744643709e-12
-624.13246534277,18,1282.26493068554,16.0028611020425,0.00029916608821771
-627.366576586518,18,1288.73315317304,22.4710835895373,1.17857085121961e-05
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-630.325632513999,12,1282.651265028,16.3891954444996,0.00024661581649401
