"lnLik","k","AIC","dAIC","AICwt"
-158.590449285841,5,325.180898571682,0,0.489969751963875
-157.670328310541,8,329.340656621082,4.15975804939995,0.061219430674771
-154.703032491183,10,327.406064982366,2.22516641068364,0.161057340406622
-154.801778722173,16,339.603557444345,14.4226588726631,0.000361683493186509
-153.641405606732,14,333.282811213465,8.10191264178292,0.00852827691034708
-155.835544851487,10,329.671089702974,4.49019113129191,0.0518963309395938
-159.270695389503,7,330.541390779007,5.36049220732491,0.0335856050772439
-157.670328345775,10,333.34065669155,8.15975811986846,0.0082851486980333
-154.70250476084,12,331.405009521679,6.22411094999751,0.0218082466184787
-154.801770418063,20,347.603540836125,22.4226422644434,6.62451926372754e-06
-153.639753418539,16,337.279506837077,12.0986082653956,0.00115608526457784
-155.836324161672,14,337.672648323344,12.4917497516623,0.000949774000102562
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-155.863349992707,10,329.726699985414,4.54580141373208,0.0504732226777475
-158.590263024732,7,329.180526049463,3.99962747778113,0.066322547320249
-157.670328585499,10,333.340657170998,8.15975859931604,0.00828514671188629
-154.702865283542,12,331.405730567085,6.22483199540272,0.0218003856675794
-154.801776235748,20,347.603552471497,22.4226538998149,6.62448072446816e-06
-154.05822063131,16,338.116441262621,12.9355426909389,0.000760767347769403
-155.835529843172,14,337.671059686343,12.4901611146612,0.000950528722867593
-159.270696043256,9,334.541392086511,9.36049351482939,0.00454531440429138
-157.670318953491,12,337.340637906981,12.1597393352992,0.00112128347706993
-158.590445878804,14,343.180891757608,17.9999931859259,6.04672771121645e-05
-157.670324823452,24,361.340649646903,36.1597510752213,6.88936335098257e-09
-158.59044556616,18,351.180891132321,25.999992560639,1.10749715842306e-06
-155.851356789771,18,345.702713579542,20.5218150078599,1.71361699875658e-05
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-155.86329803781,12,333.72659607562,8.54569750393796,0.00683116279009758
