"lnLik","k","AIC","dAIC","AICwt"
-21282.9784983843,5,42573.9569967685,2042.94971668689,0
-21362.3220904713,8,42738.6441809425,2207.63690086091,0
-20542.0146729934,10,41102.0293459868,571.02206590517,1.00956402442512e-124
-20391.4075824077,16,40812.8151648154,281.807884733746,6.40022661772348e-62
-20318.8732680087,14,40663.7465360173,132.73925593571,1.4998119430854e-29
-20485.7274620501,10,40989.4549241002,458.447644018546,2.81422606174982e-100
-21215.5172272344,7,42443.0344544689,1912.02717438727,0
-20940.3961728722,10,41898.7923457443,1367.7850656627,9.75543807568577e-298
-20417.7746379883,12,40857.5492759766,326.541995895015,1.23682010585466e-71
-20364.7150970316,20,40767.4301940631,236.4229139815,4.58581500680629e-52
-20851.3031219495,16,41732.606243899,1201.59896381737,1.19151709243316e-261
-20425.7314149295,14,40877.462829859,346.455549777325,5.86318035394653e-76
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-20944.9440085588,10,41907.8880171176,1376.88073703594,1.03311063724357e-299
-21278.607279342,7,42569.214558684,2038.20727860241,0
-21394.4689238764,10,42806.9378477528,2275.93056767114,0
-20365.9018534818,12,40753.8037069636,222.796426881992,4.17225274146403e-49
-20432.3609700503,20,40902.7219401005,371.714660018893,1.9194957533264e-81
-20289.2243507937,16,40608.4487015875,77.4414215058641,1.5268943378979e-17
-20476.7893080244,14,40979.5786160488,448.571335967164,3.92619643831959e-98
-21213.5998771172,9,42443.1997542344,1912.19247415272,0
-20940.8029753667,12,41903.6059507334,1372.59867065176,8.78993642781753e-299
-20414.8033031553,14,40855.6066063107,324.599326229065,3.26702076324227e-71
-20242.5036400408,24,40531.0072800816,0,1
-20316.4219960291,18,40666.8439920583,135.836711976648,3.18737215516714e-30
-20937.2095144342,18,41908.4190288683,1377.41174878669,7.92207768089165e-300
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-20558.9337437314,12,41139.8674874628,608.860207381171,6.1331818521493e-133
