"area","tip_avg_turn","tip_avg_ef","tip_avg_rate","predicted_turn"
1,0.921691083279114,0.136421982511299,0.0298983488380124,0.29897336097582
1,0.921691083278199,0.136421982512563,0.0298983488380124,0.298973360975808
1,0.920993562321753,0.137453291292718,0.0298983488380124,0.298963560689933
1,0.918263899644894,0.140857455617724,0.0298983488380124,0.298931211713381
1,0.919211298094729,0.139321964777362,0.0298983488380124,0.298945803123327
1,0.919211298088381,0.139321964785487,0.0298983488380124,0.29894580312325
1,0.922748664259711,0.135039113126551,0.0298983488380125,0.298986502059807
1,0.922748664259676,0.135039113126581,0.0298983488380125,0.298986502059807
1,0.922245937389457,0.135818154716238,0.0298983488380125,0.29897909900998
1,0.919509544699783,0.139429321419088,0.0298983488380124,0.298944782938297
1,0.922382263850822,0.135294311116991,0.0298983488380125,0.298984076973054
1,0.922382263850569,0.135294311117255,0.0298983488380125,0.298984076973052
1,0.920452266672753,0.138166086532748,0.0298983488380124,0.298956787163656
1,0.915276953973532,0.144018799937326,0.0298983488380123,0.298901170198487
1,0.914620229710227,0.144661730979015,0.0298983488380123,0.29889506057533
1,0.918910849308316,0.138851915311885,0.0298983488380124,0.298950269893344
1,0.918910849295058,0.138851915328268,0.0298983488380124,0.298950269893188
1,0.922033537488105,0.136535782148682,0.0298983488380125,0.29897227956451
0,0.922028240340816,0,0.424698445973735,0.300269747134705
1,0.92092152331203,0.137913719561075,0.0298983488380125,0.298959185347901
0,0.922304648014268,0,0.424698445973734,0.300269747134705
0,0.922304648008972,0,0.424698445973734,0.300269747134705
1,0.917194601847921,0.142182069273347,0.0298983488380124,0.298918624219948
1,0.910788911797123,0.148167057949821,0.0298983488380122,0.29886175027384
1,0.908412351576857,0.150167705727962,0.0298983488380121,0.298842738586422
1,0.907435671421937,0.15096124810551,0.0298983488380121,0.298835197739003
1,0.919326300976953,0.139358299656024,0.0298983488380124,0.298945457841483
1,0.919326300975184,0.139358299658341,0.0298983488380124,0.298945457841461
1,0.918626058800691,0.140305770885177,0.0298983488380124,0.298936454244226
1,0.916755441323357,0.142466047145652,0.0298983488380123,0.298915925644716
1,0.918387669038592,0.140165135212962,0.0298983488380124,0.298937790672092
1,0.918387669033218,0.140165135219734,0.0298983488380124,0.298937790672028
1,0.915922095905844,0.143297776196215,0.0298983488380123,0.298908021918284
1,0.917148046169637,0.1410719224394,0.0298983488380123,0.298929173685388
1,0.917148046161029,0.141071922449846,0.0298983488380123,0.298929173685289
1,0.918128407934292,0.139476285276298,0.0298983488380123,0.298944336651758
1,0.918128407919161,0.139476285294797,0.0298983488380123,0.298944336651582
1,0.907297282667126,0.151072252716119,0.0298983488380121,0.298834142888178
1,0.913177998081572,0.143818478151976,0.0298983488380122,0.298903073809512
1,0.91317799807068,0.14381847816432,0.0298983488380122,0.298903073809394
1,0.906939784561133,0.150360824485757,0.0298983488380121,0.298840903424082
0,0.906238347383272,0,0.424698445973771,0.300269747134705
1,0.922608810992557,0.135329689924223,0.0298983488380125,0.298983740776533
1,0.922608810993225,0.135329689923257,0.0298983488380125,0.298983740776542
1,0.92209252476497,0.136121389535077,0.0298983488380125,0.298976217440494
1,0.921091254426975,0.137483842895069,0.0298983488380124,0.298963270365209
1,0.919597275897629,0.13934165330226,0.0298983488380124,0.298945616027885
1,0.917940457512174,0.141238812164332,0.0298983488380124,0.298927587771407
1,0.916276466113941,0.143008780547062,0.0298983488380123,0.298910768176274
1,0.9209712585852,0.137356098357395,0.0298983488380124,0.298964484291642
1,0.920971258583485,0.137356098359687,0.0298983488380124,0.29896448429162
1,0.919859528132985,0.138936017760742,0.0298983488380124,0.298949470687463
1,0.920783261022142,0.137437393805748,0.0298983488380124,0.29896371176003
1,0.920783261018681,0.137437393810256,0.0298983488380124,0.298963711759987
1,0.915866484488069,0.143424702160938,0.0298983488380123,0.298906815770558
1,0.918724684970049,0.139325448459148,0.0298983488380124,0.298945770018715
1,0.918724684958612,0.13932544847339,0.0298983488380124,0.29894577001858
1,0.916486417608071,0.141972615246086,0.0298983488380123,0.298920614612528
1,0.916486417603688,0.141972615251441,0.0298983488380123,0.298920614612478
1,0.91416885996857,0.144809110916027,0.0298983488380123,0.298893660058295
1,0.911691866201503,0.147292187850735,0.0298983488380122,0.298870063959555
1,0.91455361141826,0.143207448219794,0.0298983488380123,0.298908880283895
1,0.914553611408889,0.143207448230614,0.0298983488380123,0.298908880283792
1,0.919089990305849,0.138279378026544,0.0298983488380124,0.298955710581116
1,0.91908999030111,0.138279378032877,0.0298983488380124,0.298955710581056
1,0.916668874411802,0.14157365592949,0.0298983488380123,0.298924405829504
1,0.904411872595974,0.153196226217651,0.0298983488380121,0.298813959265286
0,0.917991745959942,0,0.424698445973738,0.300269747134705
1,0.918023351167046,0.141182686715049,0.0298983488380124,0.29892812111841
1,0.91471047593454,0.144917985933939,0.0298983488380123,0.298892625444491
1,0.917090376257049,0.1424456437423,0.0298983488380124,0.298916119533481
0,0.917052053091905,0,0.424698445973739,0.300269747134705
1,0.923523239987638,0.13402576333022,0.0298983488380125,0.298996131685663
1,0.923523239988081,0.134025763329577,0.0298983488380125,0.298996131685669
1,0.923046249225081,0.134789578155566,0.0298983488380125,0.298988873332212
1,0.922580824926695,0.135464035114281,0.0298983488380125,0.298982464125646
1,0.922184274565601,0.136010729903325,0.0298983488380125,0.298977269013065
1,0.921263646401722,0.137227612873785,0.0298983488380124,0.29896570525911
1,0.91726424864113,0.141095977106039,0.0298983488380123,0.298928945099523
1,0.917264248633477,0.141095977115388,0.0298983488380123,0.298928945099434
