"lnLik","k","AIC","dAIC","AICwt"
-447.126042384967,5,902.252084769934,50.1490323840453,8.05422654623917e-12
-439.133112581941,8,892.266225163882,40.1631727779927,1.18693162941999e-09
-429.793078565326,10,877.586157130653,25.4831047447641,1.82878214745986e-06
-411.051526192944,16,852.103052385889,0,0.62480983880153
-431.683482703103,14,889.366965406207,37.2639130203181,5.05815298193044e-09
-428.707136943696,10,875.414273887391,23.3112215015021,5.41726932410825e-06
-426.649185001026,7,865.298370002053,13.1953176161637,0.00085196361151116
-427.264191387075,10,872.52838277415,20.425330388261,2.29320943729073e-05
-416.291349311235,12,854.58269862247,2.47964623658152,0.180842091391584
-410.536991435124,20,859.073982870249,6.97093048436011,0.0191438612588978
-425.501174299867,16,881.002348599733,28.8992962138444,3.31394595431236e-07
-415.072375197663,14,856.144750395325,4.04169800943635,0.0828141003359132
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-421.009470805004,10,860.018941610008,7.91588922411916,0.0119353279027874
-433.516389540384,7,879.032779080768,26.9297266948787,8.87221399532536e-07
-430.825009943102,10,879.650019886204,27.546967500315,6.51628199644e-07
-430.148976885987,12,882.297953771974,30.1949013860852,1.73383726497112e-07
-427.36443291145,20,892.7288658229,40.6258134370112,9.41812739018358e-10
-420.757440476757,16,871.514880953513,19.4118285676242,3.80647379589635e-05
-422.178464124655,14,870.356928249309,18.2538758634206,6.79155276690279e-05
-427.144407342552,9,870.288814685103,18.1857622992144,7.02683493555744e-05
-427.219348905142,12,876.438697810284,24.3356454243952,3.24585861775544e-06
-415.119478904112,14,856.238957808223,4.13590542233419,0.0790036958556722
-410.569390433889,24,867.138780867777,15.0357284818884,0.000339453979332292
-425.268421324971,18,884.536842649941,32.4337902640522,5.66030443837397e-08
-419.24440316723,18,872.488806334461,20.3857539485721,2.33903992618903e-05
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-425.198201908685,12,872.39640381737,20.2933514314811,2.44964181465962e-05
