"lnLik","k","AIC","dAIC","AICwt"
-5697.3519514053,5,11402.7039028106,676.740091669515,1.11610763386165e-147
-5671.10128963116,8,11356.2025792623,630.238768121248,1.3974625804362e-137
-5372.46069171216,10,10762.9213834243,36.957572283236,9.43441492135224e-09
-5516.80757813295,16,11063.6151562659,337.651345124821,4.78510892840497e-74
-5359.17829092798,14,10744.356581856,18.3927707148796,0.000101393569357241
-5395.37267638542,10,10808.7453527708,82.7815416297581,1.05722265109065e-18
-5631.82138032531,7,11275.6427606506,549.678949509551,4.35193630899097e-120
-5596.71164514036,10,11211.4232902807,485.459479139648,3.83498206290059e-106
-5367.07324798688,12,10756.1464959738,30.1826848326891,2.7916636394538e-07
-5477.40616119265,20,10992.8123223853,266.848511244227,1.13378800297093e-58
-5347.98190557054,16,10725.9638111411,0,0.999884476727243
-5382.35325629255,14,10790.7065125851,64.7427014440291,8.7347571648204e-15
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-5396.94816855965,10,10811.8963371193,85.9325259782327,2.18745386299397e-19
-5697.14663054326,7,11406.2932610865,680.329449945453,1.85475620295941e-148
-5722.02046025416,10,11462.0409205083,736.077109367241,1.45491090559516e-160
-5372.47362628871,12,10766.9472525774,40.9834414363377,1.26040057717575e-09
-5370.60152793042,20,10779.2030558608,53.2392447197581,2.7491265034246e-12
-5359.17241676982,16,10748.3448335396,22.3810223985693,1.38029705843493e-05
-5394.64590653236,14,10815.2918130647,89.3280019236536,4.00516736278564e-20
-5625.7820752462,9,11267.5641504924,541.600339351317,2.47132827113994e-118
-5590.23037313904,12,11202.4607462781,476.496935136998,3.38809078655816e-104
-5367.13409574262,14,10760.2681914852,34.3043803441706,3.55507102486638e-08
-5389.01152008506,24,10824.0230401701,98.0592290290369,5.08930867653788e-22
-5366.4288128367,18,10766.8576256734,40.8938145323336,1.31816819379564e-09
-5419.56390081463,18,10873.1278016293,147.163990488181,1.10584771281719e-32
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-5408.57636368887,12,10839.1527273777,113.188916236672,2.63808605896301e-25
