"lnLik","k","AIC","dAIC","AICwt"
-1080.7131097072,5,2169.42621941441,34.8111233712971,1.94983778758298e-08
-1077.88955989271,8,2169.77911978542,35.1640237423076,1.63443306953239e-08
-1060.6107001928,10,2139.2214003856,4.60630434248696,0.0706141276399962
-1057.7445028756,16,2145.4890057512,10.8739097080938,0.00307537716767723
-1059.9706449509,14,2145.9412899018,11.3261938586897,0.00245293550980411
-1072.20388240589,10,2162.40776481177,27.7926687686663,6.51683215181969e-07
-1078.78744008259,7,2169.57488016518,34.9597841220702,1.81016102946204e-08
-1077.35910797732,10,2172.71821595464,38.1031199115341,3.7596768371295e-09
-1057.87759669382,12,2137.75519338763,3.14009734452429,0.146985469018258
-1063.10293520783,20,2164.20587041566,29.5907743725538,2.65205706453225e-07
-1057.02668759242,16,2144.05337518485,9.43827914174062,0.00630436867193426
-1057.62757838765,14,2141.2551567753,6.64006073218889,0.0255427121661085
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-1058.30754802155,10,2134.61509604311,0,0.706541827319961
-1080.71309378942,7,2173.42618757883,38.8110915357242,2.63886049696338e-09
-1078.69430546569,10,2175.38861093137,40.7735148882634,9.89194323102717e-10
-1060.22213021495,12,2142.4442604299,7.82916438678967,0.0140947193146552
-1078.5789929127,20,2195.15798582539,60.5428897822853,5.03983596905274e-14
-1072.3632122386,16,2174.72642447721,40.1113284340968,1.3774428112578e-09
-1075.55629791237,14,2177.11259582474,42.4974997816271,4.17756342577757e-10
-1087.54793866825,9,2191.09587733649,56.4807812933818,3.84142229439739e-13
-1074.45799048552,12,2170.91598097104,36.3008849279304,9.25765241796037e-09
-1057.89173296043,14,2141.78346592085,7.16836987774423,0.0196130951897192
-1055.4181468576,24,2156.8362937152,22.2211976720951,1.05649175490072e-05
-1057.02740650871,18,2148.05481301743,13.4397169743179,0.00085259035836861
-1055.50408056544,18,2145.00816113088,10.3930650877733,0.00391122201139601
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-1076.31857957895,12,2174.63715915789,40.0220631147822,1.44031437324202e-09
