"species","closed_canopy","open_canopy","main_habitat","area_open","area_closed"
"Descurainia_adenophora",0.39,0.61,"open",1,1
"Descurainia_antarctica",0.17,0.83,"open",1,0
"Descurainia_athrocarpa",0.1,0.9,"open",1,0
"Descurainia_brevisiliqua",0.54,0.46,"closed",1,1
"Descurainia_californica",0.49,0.51,"open",1,1
"Descurainia_depressa",0.14,0.86,"open",1,0
"Descurainia_erodiifolia",0.15,0.85,"open",1,0
"Descurainia_gilva",0,1,"open",1,0
"Descurainia_impatiens",0.89,0.11,"closed",0,1
"Descurainia_incana",0.62,0.38,"closed",1,1
"Descurainia_incisa",0.56,0.44,"closed",1,1
"Descurainia_lemsii",0,1,"open",1,0
"Descurainia_longipedicellata",0.32,0.68,"open",1,1
"Descurainia_millefolia",0,1,"open",1,0
"Descurainia_myriophylla",0.16,0.84,"open",1,0
"Descurainia_nelsonii",0.29,0.71,"open",1,1
"Descurainia_nuttallii",0.13,0.87,"open",1,0
"Descurainia_obtusa",0.64,0.36,"closed",1,1
"Descurainia_paradisa",0.02,0.98,"open",1,0
"Descurainia_pimpinellifolia",0.14,0.86,"open",1,0
"Descurainia_pinnata",0.19,0.81,"open",1,0
"Descurainia_sophia",0.46,0.54,"open",1,1
"Descurainia_sophioides",0.37,0.63,"open",1,1
"Descurainia_streptocarpa",0.89,0.11,"closed",0,1
"Descurainia_stricta",0.11,0.89,"open",1,0
"Descurainia_tanacetifolia",0.85,0.15,"closed",0,1
"Descurainia_virletii",0.6,0.4,"closed",1,1
"Hornungia_alpina",0.93,0.07,"closed",0,1
"Hornungia_petraea",0.43,0.57,"open",1,1
"Robeschia_schimperi",0.25,0.75,"open",1,0
