"species","closed_canopy","open_canopy","main_habitat","area_open","area_closed"
"Neomarica_altivallis",1,0,"closed",0,1
"Neomarica_candida",0.89,0.11,"closed",0,1
"Neomarica_decora",1,0,"closed",0,1
"Neomarica_eburnea",1,0,"closed",0,1
"Neomarica_glauca",0.67,0.33,"closed",1,1
"Neomarica_gracilis",1,0,"closed",0,1
"Neomarica_imbricata",0.75,0.25,"closed",0,1
"Neomarica_involuta",1,0,"closed",0,1
"Neomarica_rigida",0.67,0.33,"closed",1,1
"Neomarica_sabini",1,0,"closed",0,1
"Neomarica_unca",1,0,"closed",0,1
"Pseudiris_speciosa",0,1,"open",1,0
"Pseudotrimezia_barretoi",0,1,"open",1,0
"Pseudotrimezia_cipoana",0,1,"open",1,0
"Pseudotrimezia_elegans",1,0,"closed",0,1
"Pseudotrimezia_fulva",0,1,"open",1,0
"Pseudotrimezia_gracilis",0.33,0.67,"open",1,1
"Pseudotrimezia_laevis",0.33,0.67,"open",1,1
"Pseudotrimezia_nana",1,0,"closed",0,1
"Pseudotrimezia_pauloi",0,1,"open",1,0
"Pseudotrimezia_recurvata",0,1,"open",1,0
"Pseudotrimezia_striata",0,1,"open",1,0
"Pseudotrimezia_synandra",0.33,0.67,"open",1,1
"Pseudotrimezia_tenuissima",0,1,"open",1,0
"Trimezia_brevicaulis",0,1,"open",1,0
"Trimezia_campanula",0,1,"open",1,0
"Trimezia_lutea",0.35,0.65,"open",1,1
"Trimezia_martinicensis",0.5,0.5,"closed",1,1
"Trimezia_spathata",0.58,0.42,"closed",1,1
"Trimezia_steyermarkii",1,0,"closed",0,1
