"species","closed_canopy","open_canopy","main_habitat","area_open","area_closed"
"Apeiba_glabra",0.97,0.03,"closed",0,1
"Apeiba_membranacea",0.97,0.03,"closed",0,1
"Apeiba_petoumo",1,0,"closed",0,1
"Apeiba_tibourbou",0.77,0.23,"closed",0,1
"Colona_auriculata",1,0,"closed",0,1
"Colona_floribunda",1,0,"closed",0,1
"Colona_scabra",1,0,"closed",0,1
"Corchorus_aestuans",0.5,0.5,"closed",1,1
"Corchorus_asplenifolius",0.09,0.91,"open",1,0
"Corchorus_confusus",0.2,0.8,"open",1,0
"Corchorus_cunninghamii",1,0,"closed",0,1
"Corchorus_fascicularis",0.03,0.97,"open",1,0
"Corchorus_hirsutus",0.87,0.13,"closed",0,1
"Corchorus_kirkii",0,1,"open",1,0
"Corchorus_longipedunculatus",0,1,"open",1,0
"Corchorus_orinocensis",0.84,0.16,"closed",0,1
"Corchorus_pinnatipartitus",0,1,"open",1,0
"Corchorus_psammophilus",0,1,"open",1,0
"Corchorus_schimperi",0,1,"open",1,0
"Corchorus_siliquosus",0.95,0.05,"closed",0,1
"Corchorus_sulcatus",0,1,"open",1,0
"Corchorus_tridens",0.04,0.96,"open",1,0
"Corchorus_trilocularis",0.13,0.87,"open",1,0
"Desplatsia_dewevrei",0.88,0.12,"closed",0,1
"Entelea_arborescens",1,0,"closed",0,1
"Glyphaea_brevis",0.78,0.22,"closed",0,1
"Glyphaea_tomentosa",0.48,0.52,"open",1,1
"Goethalsia_meiantha",0.97,0.03,"closed",0,1
"Grewia_bicolor",0.17,0.83,"open",1,0
"Grewia_biloba",0.99,0.01,"closed",0,1
"Grewia_caffra",0.39,0.61,"open",1,1
"Grewia_falcistipula",0,1,"open",1,0
"Grewia_flava",0,1,"open",1,0
"Grewia_gracillima",0.25,0.75,"open",1,0
"Grewia_hexamita",0,1,"open",1,0
"Grewia_inaequilatera",0.1,0.9,"open",1,0
"Grewia_kakothamnos",0.14,0.86,"open",1,0
"Grewia_lasiocarpa",0.71,0.29,"closed",1,1
"Grewia_lepidopetala",1,0,"closed",0,1
"Grewia_microcarpa",0.4,0.6,"open",1,1
"Grewia_monticola",0.09,0.91,"open",1,0
"Grewia_occidentalis",0.41,0.59,"open",1,1
"Grewia_papuana",0.28,0.72,"open",1,1
"Grewia_pondoensis",0.75,0.25,"closed",0,1
"Grewia_robusta",0,1,"open",1,0
"Grewia_similis",0.44,0.56,"open",1,1
"Grewia_stolzii",0.25,0.75,"open",1,0
"Grewia_sulcata",0.25,0.75,"open",1,0
"Grewia_villosa",0.16,0.84,"open",1,0
"Heliocarpus_americanus",0.95,0.05,"closed",0,1
"Heliocarpus_appendiculatus",0.99,0.01,"closed",0,1
"Heliocarpus_pallidus",0.98,0.02,"closed",0,1
"Hydrogaster_trinervis",1,0,"closed",0,1
"Luehea_candida",0.94,0.06,"closed",0,1
"Luehea_divaricata",0.59,0.41,"closed",1,1
"Luehea_paniculata",0.41,0.59,"open",1,1
"Luehea_seemannii",0.93,0.07,"closed",0,1
"Luehea_speciosa",0.97,0.03,"closed",0,1
"Lueheopsis_rugosa",0.75,0.25,"closed",0,1
"Microcos_argentata",0.9,0.1,"closed",0,1
"Microcos_chungii",1,0,"closed",0,1
"Microcos_grandiflora",1,0,"closed",0,1
"Microcos_hirsuta",0.91,0.09,"closed",0,1
"Microcos_paniculata",0.99,0.01,"closed",0,1
"Microcos_tomentosa",0.88,0.12,"closed",0,1
"Mollia_glabrescens",0.86,0.14,"closed",0,1
"Mollia_speciosa",0.98,0.02,"closed",0,1
"Sparrmannia_africana",0.33,0.67,"open",1,1
"Tetralix_brachypetalus",1,0,"closed",0,1
"Trichospermum_mexicanum",0.99,0.01,"closed",0,1
"Trichospermum_pleiostigma",0.96,0.04,"closed",0,1
"Triumfetta_annua",0.81,0.19,"closed",0,1
"Triumfetta_calderonii",1,0,"closed",0,1
"Triumfetta_lappula",0.94,0.06,"closed",0,1
"Triumfetta_pilosa",0.85,0.15,"closed",0,1
"Triumfetta_semitriloba",0.76,0.24,"closed",0,1
"Waltheria_madagascariensis",1,0,"closed",0,1
