"species","closed_canopy","open_canopy","main_habitat","area_open","area_closed"
"Amphipterygium_adstringens",0.95,0.05,"closed",0,1
"Anacardium_excelsum",0.87,0.13,"closed",0,1
"Anacardium_parvifolium",1,0,"closed",0,1
"Anacardium_spruceanum",0.89,0.11,"closed",0,1
"Apterokarpos_gardneri",0,1,"open",1,0
"Astronium_fraxinifolium",0.33,0.67,"open",1,1
"Astronium_lecointei",0.95,0.05,"closed",0,1
"Blepharocarya_depauperata",0,1,"open",1,0
"Blepharocarya_involucrigera",0.18,0.82,"open",1,0
"Bonetiella_anomala",0.1,0.9,"open",1,0
"Bouea_macrophylla",1,0,"closed",0,1
"Bouea_oppositifolia",0.87,0.13,"closed",0,1
"Buchanania_glabra",1,0,"closed",0,1
"Buchanania_reticulata",1,0,"closed",0,1
"Buchanania_siamensis",1,0,"closed",0,1
"Campnosperma_gummifera",1,0,"closed",0,1
"Campnosperma_micranteium",1,0,"closed",0,1
"Campnosperma_schatzii",1,0,"closed",0,1
"Cardenasiodendron_brachypterum",1,0,"closed",0,1
"Choerospondias_axillaris",1,0,"closed",0,1
"Comocladia_dodonaea",0.8,0.2,"closed",0,1
"Comocladia_mayana",1,0,"closed",0,1
"Cotinus_obovatus",0.6,0.4,"closed",1,1
"Cyrtocarpa_edulis",0.09,0.91,"open",1,0
"Cyrtocarpa_procera",0.96,0.04,"closed",0,1
"Dobinea_vulgaris",1,0,"closed",0,1
"Dracontomelon_dao",0.96,0.04,"closed",0,1
"Dracontomelon_duperreanum",1,0,"closed",0,1
"Dracontomelon_vitiense",1,0,"closed",0,1
"Drimycarpus_racemosus",1,0,"closed",0,1
"Euroschinus_aoupiniensis",1,0,"closed",0,1
"Euroschinus_elegans",1,0,"closed",0,1
"Euroschinus_falcata",0.59,0.41,"closed",1,1
"Euroschinus_jaffrei",1,0,"closed",0,1
"Euroschinus_verrucosus",1,0,"closed",0,1
"Faguetia_falcata",1,0,"closed",0,1
"Fegimanra_africana",0.81,0.19,"closed",0,1
"Fegimanra_afzelii",0.2,0.8,"open",1,0
"Gluta_renghas",0.95,0.05,"closed",0,1
"Gluta_tourtour",0.78,0.22,"closed",0,1
"Gluta_wallichii",0.93,0.07,"closed",0,1
"Haplorhus_peruviana",1,0,"closed",0,1
"Harpephyllum_caffrum",0.47,0.53,"open",1,1
"Heeria_argentea",0,1,"open",1,0
"Lannea_coromandelica",1,0,"closed",0,1
"Lannea_rivae",0.29,0.71,"open",1,1
"Lannea_schweinfurthii",0.39,0.61,"open",1,1
"Lannea_welwitschii",0.78,0.22,"closed",0,1
"Laurophyllus_capensis",0.17,0.83,"open",1,0
"Loxopterygium_grisebachii",0.48,0.52,"open",1,1
"Loxopterygium_sagotii",0.91,0.09,"closed",0,1
"Loxostylis_alata",0.38,0.62,"open",1,1
"Mangifera_foetida",0.88,0.12,"closed",0,1
"Mangifera_minor",0.93,0.07,"closed",0,1
"Mauria_heterophylla",0.96,0.04,"closed",0,1
"Mauria_simplicifolia",0.92,0.08,"closed",0,1
"Mauria_thaumatophylla",0.94,0.06,"closed",0,1
"Melanochyla_angustifolia",1,0,"closed",0,1
"Melanochyla_bracteata",1,0,"closed",0,1
"Melanochyla_castaneifolia",0.91,0.09,"closed",0,1
"Metopium_brownei",0.71,0.29,"closed",1,1
"Micronychia_macrophylla",1,0,"closed",0,1
"Micronychia_tsiramiramy",1,0,"closed",0,1
"Myracrodruon_balansae",0.25,0.75,"open",1,0
"Myracrodruon_urundeuva",0.31,0.69,"open",1,1
"Ochoterenaea_colombiana",1,0,"closed",0,1
"Operculicarya_decaryi",0.15,0.85,"open",1,0
"Operculicarya_pachypus",0,1,"open",1,0
"Orthopterygium_huaucui",0,1,"open",1,0
"Ozoroa_dispar",0,1,"open",1,0
"Ozoroa_insignis",0.09,0.91,"open",1,0
"Ozoroa_mucronata",0.14,0.86,"open",1,0
"Ozoroa_obovata",0.53,0.47,"closed",1,1
"Ozoroa_pulcherrima",0.11,0.89,"open",1,0
"Pegia_nitida",1,0,"closed",0,1
"Pegia_sarmentosa",0.89,0.11,"closed",0,1
"Pentaspadon_annamense",1,0,"closed",0,1
"Pentaspadon_poilanei",1,0,"closed",0,1
"Pistacia_atlantica",0.12,0.88,"open",1,0
"Pistacia_chinensis",0.99,0.01,"closed",0,1
"Pistacia_mexicana",0.66,0.34,"closed",1,1
"Pistacia_weinmannifolia",0.96,0.04,"closed",0,1
"Pleiogynium_timoriense",0.2,0.8,"open",1,0
"Poupartia_minor",0.29,0.71,"open",1,1
"Poupartiopsis_spondiocarpus",1,0,"closed",0,1
"Protorhus_longifolia",0.67,0.33,"closed",1,1
"Pseudosmodingium_andrieuxii",0.92,0.08,"closed",0,1
"Pseudospondias_microcarpa",0.73,0.27,"closed",1,1
"Rhus_aromatica",0.53,0.47,"closed",1,1
"Rhus_chinensis",1,0,"closed",0,1
"Rhus_ciliolata",0.33,0.67,"open",1,1
"Rhus_copallina",0.91,0.09,"closed",0,1
"Rhus_coriaria",0.17,0.83,"open",1,0
"Rhus_lanceolata",0.31,0.69,"open",1,1
"Rhus_michauxii",1,0,"closed",0,1
"Rhus_ovata",0.02,0.98,"open",1,0
"Rhus_sandwicensis",1,0,"closed",0,1
"Rhus_typhina",0.89,0.11,"closed",0,1
"Rhus_virens",0.45,0.55,"open",1,1
"Schinopsis_brasiliensis",0.17,0.83,"open",1,0
"Schinopsis_marginata",0.48,0.52,"open",1,1
"Schinus_areira",0.37,0.63,"open",1,1
"Schinus_fasciculatus",0.4,0.6,"open",1,1
"Schinus_gracilipes",0.79,0.21,"closed",0,1
"Schinus_myrtifolia",0.9,0.1,"closed",0,1
"Searsia_erosa",0,1,"open",1,0
"Searsia_lancea",0.03,0.97,"open",1,0
"Searsia_longipes",0.46,0.54,"open",1,1
"Searsia_lucida",0.09,0.91,"open",1,0
"Searsia_pendulina",0.06,0.94,"open",1,0
"Searsia_undulata",0,1,"open",1,0
"Semecarpus_anacardium",1,0,"closed",0,1
"Semecarpus_forstenii",0.99,0.01,"closed",0,1
"Semecarpus_magnificus",1,0,"closed",0,1
"Semecarpus_neocaledonica",1,0,"closed",0,1
"Semecarpus_reticulata",1,0,"closed",0,1
"Semecarpus_schlechteri",1,0,"closed",0,1
"Smodingium_argutum",0.4,0.6,"open",1,1
"Sorindeia_juglandifolia",0.75,0.25,"closed",0,1
"Spondias_mombin",0.68,0.32,"closed",1,1
"Spondias_pinnata",1,0,"closed",0,1
"Spondias_tuberosa",0.21,0.79,"open",1,0
"Tapirira_bethanniana",1,0,"closed",0,1
"Tapirira_guianensis",0.68,0.32,"closed",1,1
"Tapirira_obtusa",0.67,0.33,"closed",1,1
"Thyrsodium_spruceanum",0.84,0.16,"closed",0,1
"Toxicodendron_borneense",0.67,0.33,"closed",1,1
"Toxicodendron_griffithii",1,0,"closed",0,1
"Toxicodendron_pubescens",0.91,0.09,"closed",0,1
