"species","closed_canopy","open_canopy","main_habitat","area_open","area_closed"
"Pogostemon_amaranthoides",1,0,"closed",0,1
"Pogostemon_auricularius",0.98,0.02,"closed",0,1
"Pogostemon_benghalensis",0.8,0.2,"closed",0,1
"Pogostemon_cablin",0.95,0.05,"closed",0,1
"Pogostemon_chinensis",1,0,"closed",0,1
"Pogostemon_elsholtzioides",1,0,"closed",0,1
"Pogostemon_formosanus",1,0,"closed",0,1
"Pogostemon_glaber",1,0,"closed",0,1
"Pogostemon_heyneanus",0.92,0.08,"closed",0,1
"Pogostemon_hispidocalyx",1,0,"closed",0,1
"Pogostemon_linearis",0.5,0.5,"closed",1,1
"Pogostemon_paniculatus",1,0,"closed",0,1
"Pogostemon_parviflorus",1,0,"closed",0,1
"Pogostemon_sampsonii",1,0,"closed",0,1
"Pogostemon_septentrionalis",1,0,"closed",0,1
"Pogostemon_stellatus",0.19,0.81,"open",1,0
"Pogostemon_yatabeanus",1,0,"closed",0,1
