"species","closed_canopy","open_canopy","main_habitat","area_open","area_closed"
"Acioa_guianensis",0.92,0.08,"closed",0,1
"Atuna_racemosa",0.96,0.04,"closed",0,1
"Bafodeya_benna",0,1,"open",1,0
"Couepia_bracteosa",0.97,0.03,"closed",0,1
"Couepia_guianensis",0.88,0.12,"closed",0,1
"Couepia_habrantha",0.88,0.12,"closed",0,1
"Couepia_obovata",0.94,0.06,"closed",0,1
"Couepia_robusta",1,0,"closed",0,1
"Exellodendron_barbatum",0.9,0.1,"closed",0,1
"Grangeria_borbonica",1,0,"closed",0,1
"Hirtella_araguariensis",1,0,"closed",0,1
"Hirtella_bicornis",0.87,0.13,"closed",0,1
"Hirtella_glandulosa",0.28,0.72,"open",1,1
"Hirtella_racemosa",0.79,0.21,"closed",0,1
"Hirtella_suffulta",1,0,"closed",0,1
"Hirtella_triandra",0.93,0.07,"closed",0,1
"Hunga_gerontogea",1,0,"closed",0,1
"Kostermanthus_robustus",0.8,0.2,"closed",0,1
"Licania_alba",0.98,0.02,"closed",0,1
"Licania_canescens",0.98,0.02,"closed",0,1
"Licania_hypoleuca",0.89,0.11,"closed",0,1
"Licania_majuscula",1,0,"closed",0,1
"Licania_membranacea",0.92,0.07,"closed",0,1
"Maranthes_glabra",0.79,0.21,"closed",0,1
"Neocarya_macrophylla",0.2,0.8,"open",1,0
"Parinari_curatellifolia",0.2,0.8,"open",1,0
"Croton_abutiloides",0.95,0.05,"closed",0,1
"Croton_acapulcensis",1,0,"closed",0,1
"Croton_adspersus",0.96,0.04,"closed",0,1
"Croton_aequatoris",1,0,"closed",0,1
"Croton_alainii",1,0,"closed",0,1
"Croton_alamosanus",0.85,0.15,"closed",0,1
"Croton_alchorneicarpus",0.5,0.5,"closed",1,1
"Croton_ameliae",1,0,"closed",0,1
"Croton_andinus",0.38,0.62,"open",1,1
"Croton_antisyphiliticus",0.19,0.81,"open",1,0
"Croton_arboreus",1,0,"closed",0,1
"Croton_argenteus",0.54,0.46,"closed",1,1
"Croton_argentinus",0,1,"open",1,0
"Croton_argyranthemus",1,0,"closed",0,1
"Croton_argyrophyllus",0.23,0.77,"open",1,0
"Croton_ater",1,0,"closed",0,1
"Croton_axillaris",0.94,0.06,"closed",0,1
"Croton_beetlei",0.68,0.32,"closed",1,1
"Croton_betulinus",1,0,"closed",0,1
"Croton_billbergianus",0.97,0.03,"closed",0,1
"Croton_bispinosus",1,0,"closed",0,1
"Croton_boiteaui",0,1,"open",1,0
"Croton_bojerianus",0.59,0.41,"closed",1,1
"Croton_bonplandianus",0.18,0.82,"open",1,0
"Croton_bracteatus",1,0,"closed",0,1
"Croton_breedlovei",1,0,"closed",0,1
"Croton_brevipes",1,0,"closed",0,1
"Croton_brittonianus",0.75,0.25,"closed",0,1
"Croton_burchellii",0,1,"open",1,0
"Croton_caboensis",0.3,0.7,"open",1,1
"Croton_cajucara",0.8,0.2,"closed",0,1
"Croton_californicus",0.02,0.98,"open",1,0
"Croton_campanulatus",0.67,0.33,"closed",1,1
"Croton_capitatus",0.44,0.56,"open",1,1
"Croton_caracasanus",1,0,"closed",0,1
"Croton_cascarilloides",1,0,"closed",0,1
"Croton_catamarcensis",0,1,"open",1,0
"Croton_caudatus",0.95,0.05,"closed",0,1
"Croton_celtidifolius",0.87,0.13,"closed",0,1
"Croton_cerinus",1,0,"closed",0,1
"Croton_chamelensis",1,0,"closed",0,1
"Croton_chichenensis",1,0,"closed",0,1
"Croton_chilensis",0,1,"open",1,0
"Croton_chocoanus",1,0,"closed",0,1
"Croton_chrysodaphne",1,0,"closed",0,1
"Croton_ciliatoglandulifer",0.79,0.21,"closed",0,1
"Croton_conduplicatus",0.32,0.68,"open",1,1
"Croton_conspurcatus",1,0,"closed",0,1
"Croton_cordiifolius",0.42,0.58,"open",1,1
"Croton_coriaceus",1,0,"closed",0,1
"Croton_corinthius",1,0,"closed",0,1
"Croton_corylifolius",0.86,0.14,"closed",0,1
"Croton_craspedotrichus",1,0,"closed",0,1
"Croton_crassifolius",1,0,"closed",0,1
"Croton_crocodilorum",0.33,0.67,"open",1,1
"Croton_culiacanensis",1,0,"closed",0,1
"Croton_cuneatus",0.93,0.07,"closed",0,1
"Croton_curiosus",0.25,0.75,"open",1,0
"Croton_cuyabensis",0.22,0.78,"open",1,0
"Croton_decalobus",1,0,"closed",0,1
"Croton_dichrous",0.83,0.17,"closed",0,1
"Croton_dioicus",0.17,0.83,"open",1,0
"Croton_discolor",1,0,"closed",0,1
"Croton_disjunctus",1,0,"closed",0,1
"Croton_domatifer",0.5,0.5,"closed",1,1
"Croton_draco",0.98,0.02,"closed",0,1
"Croton_echioides",0.18,0.82,"open",1,0
"Croton_eichleri",0.5,0.5,"closed",1,1
"Croton_ekmanii",1,0,"closed",0,1
"Croton_elliottii",1,0,"closed",0,1
"Croton_emporiorum",0.8,0.2,"closed",0,1
"Croton_eremophilus",0,1,"open",1,0
"Croton_erythroxyloides",0.74,0.26,"closed",1,1
"Croton_fantzianus",1,0,"closed",0,1
"Croton_flavens",0.89,0.11,"closed",0,1
"Croton_floccosus",1,0,"closed",0,1
"Croton_floribundus",0.77,0.23,"closed",0,1
"Croton_fragrans",0.85,0.15,"closed",0,1
"Croton_fragrantulus",0.8,0.2,"closed",0,1
"Croton_francoanus",1,0,"closed",0,1
"Croton_fruticulosus",0.39,0.61,"open",1,1
"Croton_glandulosepalus",0.94,0.06,"closed",0,1
"Croton_glandulosus",0.56,0.44,"closed",1,1
"Croton_gossypiifolius",1,0,"closed",0,1
"Croton_goudotii",0.92,0.08,"closed",0,1
"Croton_gracilipes",0.4,0.6,"open",1,1
"Croton_gratissimus",0.18,0.82,"open",1,0
"Croton_grewiifolius",0.86,0.14,"closed",0,1
"Croton_guatemalensis",0.97,0.03,"closed",0,1
"Croton_guianensis",0.76,0.24,"closed",0,1
"Croton_gynopetalus",1,0,"closed",0,1
"Croton_hemiargyreus",0.56,0.44,"closed",1,1
"Croton_heptalon",0.27,0.73,"open",1,1
"Croton_heteranthus",1,0,"closed",0,1
"Croton_heterocalyx",0.82,0.18,"closed",0,1
"Croton_heterochrous",1,0,"closed",0,1
"Croton_hircinus",0.53,0.47,"closed",1,1
"Croton_hirtus",0.59,0.41,"closed",1,1
"Croton_hoffmannii",1,0,"closed",0,1
"Croton_huberi",0.75,0.25,"closed",0,1
"Croton_humilis",0.95,0.05,"closed",0,1
"Croton_icche",0.83,0.17,"closed",0,1
