"species","closed_canopy","open_canopy","main_habitat","area_open","area_closed"
"Burmeistera_almedae",1,0,"closed",0,1
"Burmeistera_ceratocarpa",1,0,"closed",0,1
"Burmeistera_chiriquiensis",1,0,"closed",0,1
"Burmeistera_cyclostigmata",1,0,"closed",0,1
"Burmeistera_dendrophila",1,0,"closed",0,1
"Burmeistera_mcvaughii",1,0,"closed",0,1
"Burmeistera_microphylla",1,0,"closed",0,1
"Burmeistera_morii",1,0,"closed",0,1
"Burmeistera_obtusifolia",1,0,"closed",0,1
"Burmeistera_parviflora",1,0,"closed",0,1
"Burmeistera_racemiflora",1,0,"closed",0,1
"Burmeistera_refracta",0.6,0.4,"closed",1,1
"Burmeistera_sodiroana",1,0,"closed",0,1
"Burmeistera_succulenta",0.88,0.12,"closed",0,1
"Burmeistera_tenuiflora",1,0,"closed",0,1
"Burmeistera_toroensis",1,0,"closed",0,1
"Burmeistera_truncata",1,0,"closed",0,1
"Burmeistera_utleyi",1,0,"closed",0,1
"Burmeistera_variabilis",1,0,"closed",0,1
"Burmeistera_vulgaris",1,0,"closed",0,1
"Centropogon_aequatorialis",0.75,0.25,"closed",0,1
"Centropogon_argutus",0.67,0.33,"closed",1,1
"Centropogon_asclepiadeus",0.93,0.07,"closed",0,1
"Centropogon_baezanus",1,0,"closed",0,1
"Centropogon_brittonianus",1,0,"closed",0,1
"Centropogon_coccineus",1,0,"closed",0,1
"Centropogon_comosus",1,0,"closed",0,1
"Centropogon_congestus",1,0,"closed",0,1
"Centropogon_cordifolius",1,0,"closed",0,1
"Centropogon_cornutus",0.8,0.2,"closed",0,1
"Centropogon_costaricae",1,0,"closed",0,1
"Centropogon_dianae",1,0,"closed",0,1
"Centropogon_dombeyanus",1,0,"closed",0,1
"Centropogon_eilersii",1,0,"closed",0,1
"Centropogon_erythraeus",1,0,"closed",0,1
"Centropogon_featherstonei",1,0,"closed",0,1
"Centropogon_ferrugineus",0.83,0.17,"closed",0,1
"Centropogon_glabrifilis",0.67,0.33,"closed",1,1
