"species","closed_canopy","open_canopy","main_habitat","area_open","area_closed"
"Arabis_aculeolata",1,0,"closed",0,1
"Arabis_allionii",1,0,"closed",0,1
"Arabis_alpina",0.48,0.52,"open",1,1
"Arabis_amplexicaulis",1,0,"closed",0,1
"Arabis_androsacea",0,1,"open",1,0
"Arabis_armena",0,1,"open",1,0
"Arabis_aubrietioides",0.14,0.86,"open",1,0
"Arabis_aucheri",0.25,0.75,"open",1,0
"Arabis_auriculata",0.24,0.76,"open",1,0
"Arabis_bijuga",0.75,0.25,"closed",0,1
"Arabis_blepharophylla",0.25,0.75,"open",1,0
"Arabis_borealis",0.62,0.38,"closed",1,1
"Arabis_brachycarpa",0.33,0.67,"open",1,1
"Arabis_bryoides",0,1,"open",1,0
"Arabis_caerulea",1,0,"closed",0,1
"Arabis_ciliata",0.87,0.13,"closed",0,1
"Arabis_collina",0.18,0.82,"open",1,0
"Arabis_cretica",0,1,"open",1,0
"Arabis_crucisetosa",1,0,"closed",0,1
"Arabis_cypria",0,1,"open",1,0
"Arabis_deflexa",0.25,0.75,"open",1,0
"Arabis_doumetii",0,1,"open",1,0
"Arabis_erubescens",0,1,"open",1,0
"Arabis_flagellosa",1,0,"closed",0,1
"Arabis_furcata",0.92,0.08,"closed",0,1
"Arabis_georgiana",1,0,"closed",0,1
"Arabis_graellsiiformis",0,1,"open",1,0
"Arabis_hirsuta",0.67,0.33,"closed",1,1
"Arabis_ionocalyx",0,1,"open",1,0
"Arabis_macdonaldiana",1,0,"closed",0,1
"Arabis_modesta",0.62,0.38,"closed",1,1
"Arabis_nepetifolia",0.67,0.33,"closed",1,1
"Arabis_nordmanniana",1,0,"closed",0,1
"Arabis_nuristanica",0,1,"open",1,0
"Arabis_nuttallii",0.59,0.41,"closed",1,1
"Arabis_oregana",1,0,"closed",0,1
"Arabis_paniculata",0.9,0.1,"closed",0,1
"Arabis_parvula",0.22,0.78,"open",1,0
"Arabis_patens",1,0,"closed",0,1
"Arabis_planisiliqua",0.1,0.9,"open",1,0
"Arabis_procurrens",1,0,"closed",0,1
"Arabis_pterosperma",0.43,0.57,"open",1,1
"Arabis_pubescens",0.25,0.75,"open",1,0
"Arabis_pumila",1,0,"closed",0,1
"Arabis_pycnocarpa",0.75,0.25,"closed",0,1
"Arabis_sadina",0,1,"open",1,0
"Arabis_sagittata",0.35,0.65,"open",1,1
"Arabis_scabra",0.49,0.51,"open",1,1
"Arabis_scopoliana",1,0,"closed",0,1
"Arabis_serpyllifolia",0.86,0.14,"closed",0,1
"Arabis_serrata",1,0,"closed",0,1
"Arabis_soyeri",1,0,"closed",0,1
"Arabis_stellulata",1,0,"closed",0,1
"Arabis_stenocarpa",0.06,0.94,"open",1,0
"Arabis_sudetica",0,1,"open",1,0
"Arabis_surculosa",1,0,"closed",0,1
"Arabis_tianschanica",0,1,"open",1,0
"Arabis_verna",0,1,"open",1,0
"Arabis_vochinensis",0.8,0.2,"closed",0,1
"Arcyosperma_primulifolium",0.86,0.14,"closed",0,1
"Athysanus_pusillus",0.41,0.59,"open",1,1
"Aubrieta_deltoidea",0.13,0.87,"open",1,0
"Aubrieta_olympica",1,0,"closed",0,1
"Aubrieta_parviflora",1,0,"closed",0,1
"Aubrieta_pinardii",0,1,"open",1,0
"Aubrieta_scyria",0,1,"open",1,0
"Aubrieta_thessala",0,1,"open",1,0
"Baimashania_pulvinata",1,0,"closed",0,1
"Draba_acaulis",0,1,"open",1,0
"Draba_affghanica",0.33,0.67,"open",1,1
"Draba_aizoides",0.88,0.12,"closed",0,1
"Draba_alberti",0,1,"open",1,0
"Draba_albertina",0.86,0.14,"closed",0,1
"Draba_alpina",0.13,0.87,"open",1,0
"Draba_altaica",0.12,0.88,"open",1,0
"Draba_alyssoides",0.33,0.67,"open",1,1
"Draba_amoena",0,1,"open",1,0
"Draba_amplexicaulis",0.93,0.07,"closed",0,1
"Draba_arabisans",1,0,"closed",0,1
"Draba_araratica",0,1,"open",1,0
"Draba_arseniewi",0,1,"open",1,0
"Draba_asprella",1,0,"closed",0,1
"Draba_aubrietioides",0,1,"open",1,0
"Draba_aucheri",0.8,0.2,"closed",0,1
"Draba_aurea",0.91,0.09,"closed",0,1
"Draba_aureola",1,0,"closed",0,1
"Draba_baicalensis",0.5,0.5,"closed",1,1
"Draba_bellardii",0.5,0.5,"closed",1,1
"Draba_borealis",0.69,0.31,"closed",1,1
"Draba_brachystylis",1,0,"closed",0,1
"Draba_breweri",0.75,0.25,"closed",0,1
"Draba_bruniifolia",0.69,0.31,"closed",1,1
"Draba_burkei",0.67,0.33,"closed",1,1
"Draba_cachemirica",0,1,"open",1,0
"Draba_cana",0.7,0.3,"closed",1,1
"Draba_chamissonis",0.1,0.9,"open",1,0
"Draba_cheiranthoides",0,1,"open",1,0
"Draba_chionophila",0,1,"open",1,0
"Draba_cinerea",0.19,0.81,"open",1,0
"Draba_confertifolia",0,1,"open",1,0
"Draba_corrugata",0,1,"open",1,0
"Draba_corymbosa",0.02,0.98,"open",1,0
"Draba_crassa",1,0,"closed",0,1
"Draba_crassifolia",0.84,0.16,"closed",0,1
"Draba_cruciata",1,0,"closed",0,1
"Draba_cryptantha",0,1,"open",1,0
"Draba_cuzcoensis",0.33,0.67,"open",1,1
"Draba_dedeana",0.56,0.44,"closed",1,1
"Draba_densifolia",0.82,0.18,"closed",0,1
"Draba_depressa",0.31,0.69,"open",1,1
"Draba_discoidea",0.33,0.67,"open",1,1
"Draba_dubia",1,0,"closed",0,1
"Draba_elata",0.5,0.5,"closed",1,1
"Draba_ellipsoidea",0.2,0.8,"open",1,0
"Draba_eriopoda",0.3,0.7,"open",1,1
"Draba_extensa",0.5,0.5,"closed",1,1
"Draba_exunguiculata",1,0,"closed",0,1
"Draba_falconeri",1,0,"closed",0,1
"Draba_farsetioides",0,1,"open",1,0
"Draba_fladnizensis",0.14,0.86,"open",1,0
"Draba_gilliesii",0.7,0.3,"closed",1,1
"Draba_glabella",0.28,0.72,"open",1,1
"Draba_glacialis",0,1,"open",1,0
"Draba_globosa",1,0,"closed",0,1
"Draba_glomerata",0.07,0.93,"open",1,0
"Draba_gracillima",0,1,"open",1,0
"Draba_grandis",0.75,0.25,"closed",0,1
"Draba_hallii",0.25,0.75,"open",1,0
"Draba_hammenii",0,1,"open",1,0
"Draba_helleriana",0.85,0.15,"closed",0,1
"Draba_heterocoma",0,1,"open",1,0
"Draba_hidalgensis",0.67,0.33,"closed",1,1
"Draba_hispanica",0.09,0.91,"open",1,0
"Draba_hispida",0.94,0.06,"closed",0,1
"Draba_hookeri",0.4,0.6,"open",1,1
"Draba_huetii",1,0,"closed",0,1
"Draba_incana",0.52,0.48,"closed",1,1
"Draba_incerta",0.93,0.07,"closed",0,1
"Draba_incompta",1,0,"closed",0,1
"Draba_involucrata",0.92,0.08,"closed",0,1
"Draba_jaegeri",0.67,0.33,"closed",1,1
"Draba_jorullensis",1,0,"closed",0,1
"Draba_jucunda",1,0,"closed",0,1
"Draba_juvenilis",0.52,0.48,"closed",1,1
"Draba_kassii",0,1,"open",1,0
"Draba_korshinskyi",0,1,"open",1,0
"Draba_lacaitae",0,1,"open",1,0
"Draba_lactea",0.12,0.88,"open",1,0
"Draba_ladyginii",0.39,0.61,"open",1,1
"Draba_lanceolata",0.08,0.92,"open",1,0
"Draba_lapaziana",0,1,"open",1,0
"Draba_lasiocarpa",0.05,0.95,"open",1,0
"Draba_lasiophylla",0.27,0.73,"open",1,1
"Draba_lemmonii",1,0,"closed",0,1
"Draba_lichiangensis",0.6,0.4,"closed",1,1
"Draba_lindenii",0,1,"open",1,0
"Draba_litamo",0,1,"open",1,0
"Draba_lonchocarpa",0.85,0.15,"closed",0,1
"Draba_longisiliqua",1,0,"closed",0,1
"Draba_lutescens",0.33,0.67,"open",1,1
"Draba_macleanii",0.07,0.93,"open",1,0
"Draba_magellanica",0.44,0.56,"open",1,1
"Draba_maguirei",1,0,"closed",0,1
"Draba_matangensis",0.67,0.33,"closed",1,1
"Draba_melanopus",0,1,"open",1,0
"Draba_micropetala",0,1,"open",1,0
"Draba_mogollonica",1,0,"closed",0,1
"Draba_mongolica",0.24,0.76,"open",1,0
"Draba_murrayi",0.25,0.75,"open",1,0
"Draba_nemorosa",0.69,0.31,"closed",1,1
"Draba_nivalis",0.23,0.77,"open",1,0
"Draba_nivicola",1,0,"closed",0,1
"Draba_norvegica",0.3,0.7,"open",1,1
"Draba_novolympica",0.91,0.09,"closed",0,1
"Draba_nuda",0.29,0.71,"open",1,1
"Draba_oblongata",0.01,0.99,"open",1,0
"Draba_obovata",0.29,0.71,"open",1,1
"Draba_ochroleuca",0.19,0.81,"open",1,0
"Draba_ogilviensis",0,1,"open",1,0
"Draba_olgae",0,1,"open",1,0
"Draba_oligosperma",0.66,0.34,"closed",1,1
"Draba_oreades",0.22,0.78,"open",1,0
"Draba_oreadum",0,1,"open",1,0
"Draba_palanderiana",0.04,0.96,"open",1,0
"Draba_parnassica",0,1,"open",1,0
"Draba_paysonii",1,0,"closed",0,1
"Draba_pectinipila",0.67,0.33,"closed",1,1
"Draba_pennellii",0.33,0.67,"open",1,1
"Draba_peruviana",1,0,"closed",0,1
"Draba_pohlei",0.2,0.8,"open",1,0
"Draba_polyphylla",0.67,0.33,"closed",1,1
"Draba_porsildii",0.68,0.32,"closed",1,1
"Draba_praealta",0.82,0.18,"closed",0,1
"Draba_prozorovskii",0,1,"open",1,0
"Draba_pterosperma",1,0,"closed",0,1
"Draba_pusilla",0.21,0.79,"open",1,0
"Draba_pycnophylla",0.67,0.33,"closed",1,1
"Draba_radicans",0.33,0.67,"open",1,1
"Draba_ramosissima",1,0,"closed",0,1
"Draba_ramulosa",1,0,"closed",0,1
"Draba_rigida",1,0,"closed",0,1
"Draba_rositae",0,1,"open",1,0
"Draba_rosularis",0,1,"open",1,0
"Draba_ruaxes",0.68,0.32,"closed",1,1
"Draba_sachalinensis",1,0,"closed",0,1
"Draba_scabra",1,0,"closed",0,1
"Draba_schusteri",0.25,0.75,"open",1,0
"Draba_scopulorum",0.2,0.8,"open",1,0
"Draba_sericea",1,0,"closed",0,1
"Draba_setosa",0.12,0.88,"open",1,0
"Draba_sibirica",0.79,0.21,"closed",0,1
"Draba_siliquosa",0.98,0.02,"closed",0,1
"Draba_sobolifera",1,0,"closed",0,1
"Draba_solitaria",1,0,"closed",0,1
"Draba_soratensis",0.33,0.67,"open",1,1
"Draba_spectabilis",0.76,0.24,"closed",0,1
"Draba_sphaerocarpa",1,0,"closed",0,1
"Draba_sphaeroides",0.67,0.33,"closed",1,1
"Draba_splendens",0.2,0.8,"open",1,0
"Draba_spruceana",0.14,0.86,"open",1,0
"Draba_standleyi",0.86,0.14,"closed",0,1
"Draba_stenobotrys",0.33,0.67,"open",1,1
"Draba_stenocarpa",0.06,0.94,"open",1,0
"Draba_stenoloba",0.75,0.25,"closed",0,1
"Draba_stenopetala",0.42,0.58,"open",1,1
"Draba_streptobrachia",1,0,"closed",0,1
