"species","closed_canopy","open_canopy","main_habitat","area_open","area_closed"
"Delpinophytum_patagonicum",0,1,"open",1,0
"Lepidium_aegrum",0,1,"open",1,0
"Lepidium_africanum",0.41,0.59,"open",1,1
"Lepidium_alluaudii",0,1,"open",1,0
"Lepidium_alyssoides",0.27,0.73,"open",1,1
"Lepidium_angustissimum",0,1,"open",1,0
"Lepidium_apetalum",0.49,0.51,"open",1,1
"Lepidium_appelianum",0.16,0.84,"open",1,0
"Lepidium_armoracia",0,1,"open",1,0
"Lepidium_aucheri",0,1,"open",1,0
"Lepidium_auriculatum",0.23,0.77,"open",1,0
"Lepidium_austrinum",0.33,0.67,"open",1,1
"Lepidium_bidentatum",1,0,"closed",0,1
"Lepidium_bipinnatifidum",0.59,0.41,"closed",1,1
"Lepidium_bonariense",0.31,0.69,"open",1,1
"Lepidium_campestre",0.77,0.23,"closed",0,1
"Lepidium_capense",0,1,"open",1,0
"Lepidium_cardamines",0,1,"open",1,0
"Lepidium_cartilagineum",0.56,0.44,"closed",1,1
"Lepidium_chalepense",0.18,0.82,"open",1,0
"Lepidium_cordatum",0,1,"open",1,0
"Lepidium_coronopifolium",0,1,"open",1,0
"Lepidium_coronopus",0.64,0.36,"closed",1,1
"Lepidium_costaricense",1,0,"closed",0,1
"Lepidium_crassum",0,1,"open",1,0
"Lepidium_davisii",0,1,"open",1,0
"Lepidium_depressum",0.09,0.91,"open",1,0
"Lepidium_desertorum",0,1,"open",1,0
"Lepidium_desvauxii",0.96,0.04,"closed",0,1
"Lepidium_dictyotum",0.02,0.98,"open",1,0
"Lepidium_didymum",0.55,0.45,"closed",1,1
"Lepidium_draba",0.45,0.55,"open",1,1
"Lepidium_echinatum",0,1,"open",1,0
"Lepidium_englerianum",0.08,0.92,"open",1,0
"Lepidium_fasciculatum",0.18,0.82,"open",1,0
"Lepidium_ferganense",0,1,"open",1,0
"Lepidium_flavum",0,1,"open",1,0
"Lepidium_flexicaule",1,0,"closed",0,1
"Lepidium_foliosum",0.61,0.39,"closed",1,1
"Lepidium_fremontii",0,1,"open",1,0
"Lepidium_graminifolium",0.12,0.88,"open",1,0
"Lepidium_heterophyllum",0.6,0.4,"closed",1,1
"Lepidium_juvencum",0,1,"open",1,0
"Lepidium_lacerum",0,1,"open",1,0
"Lepidium_lasiocarpum",0.11,0.89,"open",1,0
"Lepidium_latipes",0.11,0.89,"open",1,0
"Lepidium_leptopetalum",0,1,"open",1,0
"Lepidium_linifolium",0.12,0.88,"open",1,0
"Lepidium_litwinowii",0.5,0.5,"closed",1,1
"Lepidium_montanum",0.21,0.79,"open",1,0
"Lepidium_myriocarpum",0,1,"open",1,0
"Lepidium_niloticum",0,1,"open",1,0
"Lepidium_nitidum",0.04,0.96,"open",1,0
"Lepidium_oblongum",0.13,0.87,"open",1,0
"Lepidium_obtusatum",1,0,"closed",0,1
"Lepidium_oleraceum",0,1,"open",1,0
"Lepidium_oligodontum_de",1,0,"closed",0,1
"Lepidium_oxycarpum",0,1,"open",1,0
"Lepidium_oxytrichum",0,1,"open",1,0
"Lepidium_papilliferum",0,1,"open",1,0
"Lepidium_papillosum",0,1,"open",1,0
"Lepidium_pedicellosum",0,1,"open",1,0
"Lepidium_perfoliatum",0.37,0.63,"open",1,1
"Lepidium_phlebopetalum",0,1,"open",1,0
"Lepidium_pholidogynum",0,1,"open",1,0
"Lepidium_pinnatifidum",0.33,0.67,"open",1,1
"Lepidium_pinnatum",0,1,"open",1,0
"Lepidium_platypetalum",0,1,"open",1,0
"Lepidium_pseudohyssopifolium",0.36,0.64,"open",1,1
"Lepidium_pseudopapillosum",0.38,0.62,"open",1,1
"Lepidium_pseudotasmanicum",0.7,0.3,"closed",1,1
"Lepidium_quitense",1,0,"closed",0,1
"Lepidium_rahmeri",0.14,0.86,"open",1,0
"Lepidium_ramosissimum",0.55,0.45,"closed",1,1
"Lepidium_rhytidocarpum",0,1,"open",1,0
"Lepidium_rotundum",0,1,"open",1,0
"Lepidium_ruderale",0.89,0.11,"closed",0,1
"Lepidium_schinzii",0,1,"open",1,0
"Lepidium_serra",1,0,"closed",0,1
"Lepidium_serratum",0,1,"open",1,0
"Lepidium_solomonii",0,1,"open",1,0
"Lepidium_spinosum",0,1,"open",1,0
"Lepidium_strictum",0.04,0.96,"open",1,0
"Lepidium_subulatum",0.02,0.98,"open",1,0
"Lepidium_tenuicaule",0.3,0.7,"open",1,1
"Lepidium_thurberi",0.09,0.91,"open",1,0
"Lepidium_vesicarium",0,1,"open",1,0
"Lepidium_violaceum",0,1,"open",1,0
"Lithodraba_mendocinensis",0,1,"open",1,0
