"species","closed_canopy","open_canopy","main_habitat","area_open","area_closed"
"Eriosema_acuminatum",0.33,0.67,"open",1,1
"Eriosema_andohii",0.08,0.92,"open",1,0
"Eriosema_angustifolium",0,1,"open",1,0
"Eriosema_benthamianum",0.14,0.86,"open",1,0
"Eriosema_buchananii",0.11,0.89,"open",1,0
"Eriosema_chinense",0.63,0.37,"closed",1,1
"Eriosema_congestum",0.02,0.98,"open",1,0
"Eriosema_cordatum",0.29,0.71,"open",1,1
"Eriosema_cordifolium",0,1,"open",1,0
"Eriosema_cupreum",0,1,"open",1,0
"Eriosema_defoliatum",0,1,"open",1,0
"Eriosema_diffusum",0.99,0.01,"closed",0,1
"Eriosema_distinctum",0,1,"open",1,0
"Eriosema_dregei",1,0,"closed",0,1
"Eriosema_ellipticifolium",0,1,"open",1,0
"Eriosema_englerianum",0,1,"open",1,0
"Eriosema_flemingioides",0.38,0.62,"open",1,1
"Eriosema_flexuosum",0,1,"open",1,0
"Eriosema_floribundum",0.08,0.92,"open",1,0
"Eriosema_glabrum",0.1,0.9,"open",1,0
"Eriosema_glaziovii",0,1,"open",1,0
"Eriosema_grandiflorum",1,0,"closed",0,1
"Eriosema_gunniae",0,1,"open",1,0
"Eriosema_heterophyllum",0.24,0.76,"open",1,0
"Eriosema_irwinii",0,1,"open",1,0
"Eriosema_kraussianum",0.12,0.88,"open",1,0
"Eriosema_laurentii",0.53,0.47,"closed",1,1
"Eriosema_longiflorum",0.29,0.71,"open",1,1
"Eriosema_longifolium",0.51,0.49,"closed",1,1
"Eriosema_molle",0.26,0.74,"open",1,1
"Eriosema_montanum",0.38,0.62,"open",1,1
"Eriosema_multiflorum",1,0,"closed",0,1
"Eriosema_nutans",0.27,0.73,"open",1,1
"Eriosema_parviflorum",0.85,0.15,"closed",0,1
"Eriosema_pentaphyllum",0.67,0.33,"closed",1,1
"Eriosema_preptum",0.33,0.67,"open",1,1
"Eriosema_prorepens",0,1,"open",1,0
"Eriosema_psoraleoides",0.38,0.62,"open",1,1
"Eriosema_pulchellum",0.94,0.06,"closed",0,1
"Eriosema_riedelii",0,1,"open",1,0
"Eriosema_robustum",0.5,0.5,"closed",1,1
"Eriosema_rossii",0.33,0.67,"open",1,1
"Eriosema_simplicifolium",0.34,0.66,"open",1,1
"Eriosema_sparsiflorum",0.33,0.67,"open",1,1
"Eriosema_spicatum",1,0,"closed",0,1
"Eriosema_stenophyllum",0,1,"open",1,0
"Eriosema_strictum",0,1,"open",1,0
"Eriosema_tacuaremboense",0.69,0.31,"closed",1,1
"Eriosema_vanderystii",0,1,"open",1,0
"Eriosema_verdickii",0,1,"open",1,0
"Eriosema_violaceum",0.62,0.38,"closed",1,1
