"","Tropical & Subtropical Dry Broadleaf Forests","Tropical & Subtropical Moist Broadleaf Forests","Temperate Broadleaf & Mixed Forests","Temperate Grasslands, Savannas & Shrublands","Tropical & Subtropical Coniferous Forests","Temperate Conifer Forests","Montane Grasslands & Shrublands","Mediterranean Forests, Woodlands & Scrub","Mangroves","Tropical & Subtropical Grasslands, Savannas & Shrubland","Deserts & Xeric Shrublands","Flooded Grasslands & Savannas","Boreal Forests/Taiga","Tundra"
"Astrebla squarrosa C.E.Hubb.",0,0,1,9,0,0,0,0,0,163,8,0,0,0
"Atractantha radiata McClure",0,5,0,0,0,0,0,0,0,0,0,0,0,0
"Aulonemia laxa (F.Maek.) McClure",2,7,0,0,8,0,0,0,0,0,0,0,0,0
"Aulonemia patula (Pilg.) McClure",0,7,0,0,0,0,0,0,0,0,0,0,0,0
"Austrochloris dichanthioides (Everist) Lazarides",0,0,0,9,0,0,0,0,0,13,0,0,0,0
"Avena abyssinica Hochst.",0,0,0,0,0,0,0,3,0,1,0,0,0,0
"Avena barbata Link",0,0,9,8,0,5,0,180,0,0,9,0,0,0
"Avena barbata subsp. barbata",0,0,0,0,0,0,0,25,0,0,0,0,0,0
"Avena brevis Roth",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Avena clauda Durieu",0,0,6,2,0,0,0,7,0,0,1,0,0,0
"Avena eriantha Durieu",0,0,2,1,0,0,0,5,0,0,0,0,0,0
"Avena fatua L.",21,26,333,108,51,74,25,102,1,2,105,0,67,1
"Avena fatua var. glabrescens Hausskn.",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Avena longiglumis Durieu",0,0,0,0,0,0,0,18,0,0,0,0,0,0
"Avena maroccana Gand.",0,0,0,0,0,0,0,4,0,0,0,0,0,0
"Avena murphyi Ladizinsky",0,0,0,0,0,0,0,3,0,0,0,0,0,0
"Avena nuda L.",0,2,11,0,0,6,0,2,0,0,0,0,0,0
"Avena prostrata Ladizinsky",0,0,0,0,0,0,0,3,0,0,0,0,0,0
"Avena sativa var. sativa",0,0,14,11,0,0,1,7,0,0,0,0,0,0
"Avena sativa var. subuniflora (Thell.) Thell.",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Avena sterilis subsp. sterilis",0,0,0,0,0,0,0,65,0,0,0,0,0,0
"Avena sterilis L.",0,0,38,8,0,3,1,156,0,0,6,0,0,0
"Avena sterilis subsp. ludoviciana (Durieu) M.Gillet & Magne",0,1,98,51,3,7,9,97,0,16,33,0,1,0
"Avena strigosa Schreb.",0,0,65,1,0,2,0,2,0,0,0,0,18,0
"Avena vaviloviana (Malz.) Mordv.",0,2,0,0,0,0,18,0,0,1,0,0,0,0
"Avena ventricosa Balansa",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Axonopus anceps (Mez) Hitchcock",0,20,0,0,0,0,0,0,0,39,0,0,0,0
"Axonopus argentinus Parodi",0,14,0,14,0,0,0,0,0,22,0,4,0,0
"Axonopus brasiliensis (Spreng.) Kuhlm.",10,32,0,0,0,0,0,0,0,75,4,3,0,0
"Axonopus compressus (Sw.) P.Beauv.",62,384,5,13,29,23,3,2,13,76,14,18,0,0
"Axonopus fissifolius (Raddi) Kuhlm.",23,215,124,19,19,48,8,10,4,99,10,8,0,0
"Axonopus furcatus Hitchcock",0,31,4,1,0,47,0,0,1,5,1,0,0,0
"Axonopus polystachyus G.A.Black",0,34,0,0,0,0,0,0,1,5,0,0,0,0
"Axonopus siccus Kuhlm.",21,79,0,0,0,0,6,0,1,101,9,4,0,0
"Bambusa bambos (L.) Voss",5,19,0,0,1,0,1,1,0,0,0,0,0,0
"Bambusa cerosissima McClure",0,5,0,0,0,0,0,0,0,0,0,0,0,0
"Bambusa chungii McClure",0,9,0,0,0,0,0,0,0,0,0,0,0,0
"Bambusa cornigera McClure",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Bambusa emeiensis L.C.Chia & H.L.Fung",0,6,4,0,0,6,0,0,0,0,0,0,0,0
"Bambusa flexuosa Munro",0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Bambusa gibba McClure",0,5,0,0,0,0,0,0,0,0,0,0,0,0
"Bambusa hainanensis L.C.Chia & H.L.Fung",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Bambusa intermedia Hsueh & T.P.Yi",0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Bambusa longispiculata Gamble",0,1,0,0,0,0,0,1,0,0,0,0,0,0
"Bambusa malingensis McClure",0,3,0,0,0,1,0,1,0,0,0,0,0,0
"Bambusa multiplex (Lour.) Raeusch. ex Schult. & Schult.f.",2,30,15,2,0,13,0,2,0,1,0,0,0,0
"Bambusa multiplex f. multiplex",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Bambusa nutans Wall. ex Munro",0,2,1,0,0,1,0,0,0,0,0,0,0,0
"Bambusa oldhamii Munro",0,6,5,0,0,2,0,5,0,0,0,0,0,0
"Bambusa pervariabilis McClure",0,4,0,0,0,0,0,0,0,0,0,0,0,0
"Bambusa polymorpha Munro",2,3,0,0,0,0,0,0,0,0,0,0,0,0
"Bambusa remotiflora (Kuntze) L.C.Chia & H.L.Fung",0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Bambusa sinospinosa McClure",0,10,1,0,0,1,0,0,0,0,0,0,0,0
"Bambusa surrecta (Q.H.Dai) Q.H.Dai",0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Bambusa textilis McClure",0,8,0,0,0,1,0,1,0,0,0,0,0,0
"Bambusa tuldoides Munro",0,24,0,0,0,0,3,0,0,5,0,0,0,0
"Bambusa vulgaris Schrad. ex J.C.Wendl.",15,92,7,5,3,1,0,5,1,15,3,0,0,0
"Bambusa vulgaris subsp. vulgaris",0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Beckmannia syzigachne Fernald",0,4,143,214,0,197,26,5,0,0,78,4,118,17
"Bewsia biflora (Hack.) Goossens",0,7,0,0,0,0,12,0,0,24,0,0,0,0
"Blepharidachne benthamiana Hitchc.",0,0,0,3,0,0,1,0,0,10,0,0,0,0
"Blepharidachne bigelovii Hack.",0,0,0,0,1,0,0,0,0,0,18,0,0,0
"Blepharidachne kingii Hack.",0,0,0,0,0,0,0,0,0,0,50,0,0,0
"Bonia amplexicaulis (L.C.Chia, H.L.Fung & Y.L.Yang) N.H.Xia",0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Bothriochloa alta (Hitchc.) Henrard",11,4,0,10,9,0,1,0,0,25,7,0,0,0
"Bothriochloa barbinodis (Lag.) Herter",37,10,1,16,96,24,0,18,0,1,228,0,0,0
"Bothriochloa bladhii (Retz.) S.T.Blake",15,56,51,20,0,0,4,1,3,272,28,1,0,0
"Bothriochloa compressa (Hook.f.) Henrard",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Bothriochloa ewartiana (Domin) C.E.Hubb.",0,2,5,28,0,0,0,2,0,177,164,0,0,0
"Bothriochloa ischaemum (L.) Keng",8,40,139,101,15,53,34,70,0,6,58,1,0,0
"Bothriochloa macra (Steud.) S.T.Blake",0,0,111,29,0,0,0,5,0,3,2,0,0,0
"Bothriochloa pertusa (Willd.) A.Camus",63,80,10,1,5,11,1,4,8,134,19,1,0,0
"Bothriochloa saccharoides Rydb.",16,33,10,36,39,8,3,1,1,17,56,4,0,0
"Bothriochloa saccharoides subsp. australis Scrivanti",0,0,0,1,0,0,0,0,0,3,0,0,0,0
"Bothriochloa saccharoides subsp. saccharoides",3,7,0,21,16,0,4,0,0,6,10,1,0,0
"Bothriochloa springfieldii (Gould) Parodi",0,5,0,35,5,9,4,0,2,17,25,0,0,0
"Bouteloua americana Scribn.",19,9,0,0,3,0,0,0,3,12,15,0,0,0
"Bouteloua aristidoides Griseb.",49,1,0,1,25,18,0,5,5,0,230,0,0,0
"Bouteloua chondrosioides (Kunth) Benth. ex S.Watson",34,4,0,0,52,1,0,0,0,0,70,0,0,0
"Bouteloua curtipendula (Michx.) Torr.",55,13,29,371,90,64,0,8,0,2,267,0,0,0
"Bouteloua curtipendula var. curtipendula",1,0,25,80,26,16,0,0,0,1,55,0,0,0
"Bouteloua curtipendula var. caespitosa Gould & Kapadia",27,11,0,5,54,11,0,2,0,0,151,0,0,0
"Bouteloua curtipendula var. tenuis Gould & Kapadia",15,11,0,0,21,0,0,0,0,0,35,0,0,0
"Bouteloua distans Swallen",2,0,0,0,2,0,0,0,0,0,2,0,0,0
"Bouteloua disticha Benth.",45,9,0,0,6,0,1,0,3,0,10,0,0,0
"Bouteloua johnstonii Swallen",0,0,0,0,4,0,0,0,0,0,2,0,0,0
"Bouteloua juncea Hitchc.",3,1,0,0,0,0,0,0,0,0,2,0,0,0
"Bouteloua media (E.Fourn.) Gould & Kapadia",49,1,0,0,19,0,0,0,0,0,5,0,0,0
"Bouteloua pedicellata Swallen",0,1,0,0,1,0,0,0,0,0,3,0,0,0
"Bouteloua purpurea Gould & Kapadia",7,0,0,0,4,0,0,0,0,0,7,0,0,0
"Bouteloua reflexa Swallen",1,0,0,0,2,0,0,0,0,0,13,0,0,0
"Bouteloua repens (Kunth) Scribn.",101,34,0,1,73,1,0,0,4,0,117,0,0,0
"Bouteloua rigidiseta (Steud.) Hitchcock",0,7,5,32,2,0,0,0,0,4,12,0,0,0
"Bouteloua triaena Scribn.",37,1,0,0,28,0,0,0,0,0,9,0,0,0
"Bouteloua uniflora Vasey",1,6,0,0,22,0,0,0,0,0,40,0,0,0
"Bouteloua vaneedenii Pilg.",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Bouteloua warnockii Gould & Kapadia",0,0,0,0,0,1,0,0,0,0,6,0,0,0
"Bouteloua williamsii Swallen",24,0,0,0,12,0,0,0,0,0,5,0,0,0
"Brachiaria adspersa (Trin.) Parodi",18,6,0,0,0,0,1,0,0,53,0,4,0,0
"Brachiaria arrecta Stent",2,63,0,0,0,0,4,1,2,21,9,7,0,0
"Brachiaria bovonei (Chiov.) Robyns",0,4,0,0,0,0,2,0,0,19,0,0,0,0
"Brachiaria brizantha Stapf",21,143,4,0,1,4,19,0,3,109,12,7,0,0
"Brachiaria comata Stapf",1,13,0,0,0,0,8,0,0,43,0,0,0,0
"Brachiaria deflexa (Schum.) C.E.Hubb. ex Robyns",8,50,0,0,0,0,3,0,2,85,31,1,0,0
"Brachiaria dictyoneura Stapf",3,64,4,0,0,0,3,1,4,66,2,7,0,0
"Brachiaria distachya (L.) Stapf",9,35,30,53,0,0,0,4,0,199,63,0,0,0
"Brachiaria dura Stapf",0,0,0,0,0,0,0,0,0,2,3,4,0,0
"Brachiaria eruciformis (Sm.) Griseb.",5,15,19,4,0,4,11,10,0,45,9,1,0,0
"Brachiaria fasciculata (Sw.) D.Parodi",146,141,8,18,27,5,1,1,22,9,121,3,0,0
"Brachiaria foliosa Hughes",0,5,48,7,0,0,0,0,0,62,0,0,0,0
"Brachiaria holosericea (R.Br.) Hughes",1,3,0,0,0,0,0,0,0,141,9,0,0,0
"Brachiaria holosericea subsp. velutina (R.Webster) B.K.Simon",0,0,0,0,0,0,0,0,0,53,36,0,0,0
"Brachiaria jubata Stapf",0,18,0,0,0,0,9,0,0,114,0,1,0,0
"Brachiaria lachnantha Stapf",0,3,0,0,0,0,0,0,1,6,0,0,0,0
"Brachiaria lata (Schumach.) C.E.Hubb.",0,12,0,0,0,0,0,0,0,78,0,3,0,0
"Brachiaria leersioides Stapf",0,10,0,0,0,0,1,0,0,20,3,0,0,0
"Brachiaria lorentziana (Mez) Parodi",1,2,0,8,0,0,1,0,0,32,0,1,0,0
"Brachiaria malacodes (Mez & K.Schum.) H.Scholz",0,0,0,0,0,0,0,0,0,6,3,1,0,0
"Brachiaria mesocoma (Nees) A.Camus",0,0,0,0,0,0,0,0,0,0,9,0,0,0
"Brachiaria meziana Hitchc.",16,3,0,0,30,0,0,0,0,0,47,0,0,0
"Brachiaria mollis (Sw.) Parodi",52,19,0,0,6,0,0,0,8,8,44,0,0,0
"Brachiaria mutica Stapf",56,182,21,2,9,19,1,4,18,123,40,12,0,0
"Brachiaria nigropedata Stapf",0,9,0,0,0,0,1,0,0,14,10,4,0,0
"Brachiaria oblita (Swallen) Tovar",0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Brachiaria paucispicata (Morong) Clayton",8,1,0,1,0,0,4,0,0,31,0,4,0,0
"Brachiaria plantaginea Hitchc.",16,33,0,0,14,0,1,0,2,15,13,2,0,0
"Brachiaria platyphylla (Munro ex C.Wright) Nash",2,10,29,18,0,39,1,0,3,31,2,2,0,0
"Brachiaria praetervisa (Domin) C.E.Hubb.",0,0,0,26,0,0,0,0,0,58,131,0,0,0
"Brachiaria pseudodichotoma Bosser",2,1,0,0,0,0,0,0,0,0,12,0,0,0
"Brachiaria semiundulata Stapf",0,11,0,0,0,0,0,0,0,9,1,0,0,0
"Brachiaria serrata Stapf",0,20,0,0,0,0,22,3,1,41,5,0,0,0
"Brachiaria subulifolia (Mez) Clayton",0,0,0,0,0,0,6,0,0,13,0,0,0,0
"Brachiaria texana (Buckley) S.T.Blake",2,0,19,25,0,28,0,0,1,5,20,0,0,0
"Brachiaria villosa (Lam.) A.Camus",1,85,12,0,1,11,0,0,1,83,0,1,0,0
"Brachiaria xantholeuca Stapf",0,3,0,0,0,0,0,0,1,54,5,4,0,0
"Brachychloa fragilis S.M.Phillips",0,1,0,0,0,0,2,0,0,1,0,0,0,0
"Brachychloa schiemanniana (Schweick.) S.M.Phillips",0,6,0,0,0,0,0,0,0,0,0,0,0,0
"Brachyelytrum aristosum (Michx.) P.Beauv. ex Branner & Coville",0,0,102,0,0,0,0,0,0,0,0,0,5,0
"Brachyelytrum erectum (Schreb.) P.Beauv.",0,0,177,26,0,4,0,0,0,0,0,0,4,0
"Brachypodium mexicanum Link",10,4,0,0,86,0,0,0,0,0,17,0,0,0
"Brachypodium pinnatum (L.) P.Beauv.",0,0,38,0,0,13,0,37,0,0,0,0,8,0
"Brachypodium retusum P.Beauv.",0,0,11,0,0,0,0,137,0,0,0,0,0,0
"Brachypodium sylvaticum subsp. sylvaticum",0,0,31,0,0,1,0,18,0,0,0,0,0,0
"Brachypodium sylvaticum P.Beauv.",0,0,41,0,0,10,0,37,0,0,0,0,0,1
"Briza maxima L.",0,7,225,15,0,34,6,382,0,7,2,0,7,0
"Briza media L.",0,0,44,0,0,15,0,23,0,0,0,0,9,4
"Briza media f. media",0,0,9,0,0,1,0,2,0,0,0,0,0,0
"Bromuniola gossweileri Stapf & C.E.Hubb.",0,0,0,0,0,0,0,0,0,9,0,0,0,0
"Bromus alopecuros subsp. caroli-henrici (Greuter) P.M.Sm.",0,0,0,5,0,0,0,15,0,0,0,0,0,0
"Bromus alopecuros Poir.",0,0,37,17,0,0,0,73,0,0,0,0,0,0
"Bromus alopecuros subsp. alopecuros",0,0,0,0,0,0,0,24,0,0,0,0,0,0
"Bromus anomalus Rupr. ex E.Fourn.",5,3,0,5,133,87,0,2,0,1,71,0,0,0
"Bromus arenarius Labill.",0,0,55,74,0,10,0,157,0,1,104,0,0,0
"Bromus arvensis subsp. arvensis",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"Bromus attenuatus Swallen",0,0,0,0,5,0,0,0,0,0,1,0,0,0
"Bromus ayacuchensis Saarela & P.M.Peterson",0,0,0,0,0,0,0,0,0,0,4,0,0,0
"Bromus berteroanus Colla",0,0,0,6,0,1,0,48,0,0,75,0,0,0
"Bromus brachyantherus Döll",0,4,0,0,0,0,0,0,0,0,0,0,0,0
"Bromus brachyanthera subsp. uruguayensis (Arechav.) Roseng., B.R.Arrill. & Izag.",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Bromus brachyanthera var. brachyanthera",0,8,0,4,0,0,2,0,0,2,0,1,0,0
"Bromus brachyanthera var. uruguayensis (Arechav.) Cámara",0,1,0,2,0,0,0,0,0,0,0,0,0,0
"Bromus briziformis Fisch. & C.A.Mey.",0,0,2,16,0,52,0,0,0,0,28,0,0,0
"Bromus catharticus var. catharticus",0,9,22,153,5,7,29,12,0,25,7,3,0,0
"Bromus cebadilla Steud.",0,0,44,10,0,3,1,18,0,0,1,0,0,0
"Bromus ciliatus L.",0,0,271,67,27,294,0,13,0,0,29,0,148,3
"Bromus coloratus Steud.",0,1,15,6,0,0,3,0,0,1,3,0,0,0
"Bromus commutatus subsp. commutatus",0,0,7,0,0,0,0,7,0,0,0,0,0,0
"Bromus commutatus subsp. neglectus (Parl.) P.M.Sm.",0,0,0,0,0,0,0,7,0,0,0,0,0,0
"Bromus danthoniae Trin.",0,0,6,3,0,2,9,1,0,0,20,0,0,0
"Bromus diandrus Roth",5,3,208,61,15,66,10,464,0,6,95,0,0,0
"Bromus dolichocarpus Wagnon",1,0,0,0,20,0,0,0,0,0,0,0,0,0
"Bromus erectus Huds.",0,0,31,0,0,3,0,11,0,0,0,0,1,0
"Bromopsis erecta subsp. erecta",0,0,0,0,0,0,0,3,0,0,0,0,0,0
"Bromus erectus subsp. erectus",0,0,6,0,0,0,0,0,0,0,0,0,0,0
"Bromus exaltatus Bernh.",4,0,0,0,42,0,0,0,0,0,4,0,0,0
"Bromus fasciculatus Presl",0,0,1,1,0,0,0,63,0,0,5,0,0,0
"Bromus fasciculatus var. fasciculatus",0,0,0,0,0,0,0,5,0,0,0,0,0,0
"Bromus frondosus (Shear) Wooton & Standl.",0,0,0,1,26,28,0,0,0,0,15,0,0,0
"Bromus grandis Hitchcock",0,0,0,0,0,0,0,17,0,0,1,0,0,0
"Bromus gunckelii O.Matthei",0,0,0,0,0,0,2,0,0,0,1,0,0,0
"Bromus hordeaceus subsp. hordeaceus",0,0,31,0,0,8,0,36,0,0,0,0,0,0
"Bromus hordeaceus L.",0,0,32,13,0,20,0,107,0,0,5,0,0,0
"Bromus hordeaceus subsp. longipedicellatus Spalton",0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Bromus hordeaceus subsp. thominei (Hardouin) Maire",0,0,1,0,0,0,0,1,0,0,0,0,0,0
"Bromus hordeaceus subsp. divaricatus (Bonnier & de Layens) Kerguélen",0,0,0,0,0,0,0,9,0,0,0,0,0,0
"Bromus inermis subsp. inermis",0,0,0,4,0,41,0,5,0,0,12,0,0,0
"Bromopsis inermis subsp. inermis",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"Bromus japonicus subsp. japonicus",0,0,145,110,2,94,6,10,0,0,90,0,0,0
"Bromus japonicus Houtt.",0,4,199,288,1,28,30,5,0,0,30,0,0,0
"Bromus japonicus subsp. anatolicus (Boiss. & Heldr.) Pénzes",0,0,2,1,0,0,0,2,0,0,0,0,0,0
"Bromus kalmii A.Gray",0,0,118,27,0,4,0,0,0,0,0,0,0,0
"Bromus laevipes Shear",0,0,0,4,0,27,0,24,0,0,0,0,0,0
"Bromus lanatipes (Shear) Rydb.",0,0,0,12,5,48,0,0,0,0,21,0,0,0
"Bromus latiglumis Hitchcock",0,0,99,37,0,3,0,0,0,0,0,0,0,0
"Bromus latiglumis var. latiglumis",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Bromus madritensis L.",0,0,83,15,0,15,2,378,0,0,31,0,2,0
"Bromus madritensis subsp. madritensis",0,0,0,3,0,3,0,41,0,0,2,0,0,0
"Bromus orcuttianus Vasey",0,0,1,1,0,66,0,16,0,0,1,0,0,0
"Bromus orcuttianus subsp. orcuttianus",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Bromus pectinatus Thunb.",0,2,2,0,1,3,43,7,0,1,23,0,0,0
"Bromus pellitus Hack.",0,0,1,9,0,0,0,0,0,0,0,0,0,0
"Bromus porteri Nash",0,0,0,7,13,124,0,3,0,0,50,0,0,0
"Bromus pseudolaevipes Wagnon",0,0,0,0,0,3,0,41,0,0,1,0,0,0
"Bromus pubescens Muhl. ex Willd.",0,0,127,60,0,5,0,0,0,0,0,0,0,0
"Bromus pumpellianus Scribn.",0,0,15,44,0,106,12,0,0,0,11,2,143,186
"Bromus pumpellianus var. lanata Scribn.",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Bromus ramosus Huds.",0,0,122,0,0,20,0,22,0,0,0,0,0,4
"Bromopsis ramosa subsp. ramosa",0,0,3,0,0,0,0,3,0,0,0,0,0,0
"Bromus ramosus subsp. ramosus",0,0,3,0,0,0,0,2,0,0,0,0,0,0
"Bromus remotiflorus (Steud.) Ohwi",0,3,103,0,0,3,0,0,0,0,0,0,0,0
"Bromus richardsonii Link",1,0,0,2,75,95,0,5,0,0,18,0,3,0
"Bromus rigidus Roth",0,0,52,8,1,12,0,169,0,0,27,0,0,0
"Bromus riparius Rehm.",0,0,123,48,0,0,0,15,0,0,0,0,1,0
"Bromus rubens subsp. rubens",0,0,0,2,0,0,0,12,0,0,1,0,0,0
"Bromus rubens subsp. kunkelii (H.Scholz) H.Scholz",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Bromus scoparius L.",0,0,5,0,0,0,0,68,0,0,0,0,0,0
"Bromus segetum Kunth",0,2,0,0,0,0,5,0,0,0,0,0,0,0
"Bromus squarrosus var. squarrosus",0,0,3,0,0,8,0,2,0,0,0,0,0,0
"Bromus squarrosus L.",0,0,151,73,0,17,4,93,0,0,15,0,6,0
"Bromus sterilis L.",0,0,15,0,0,0,0,81,0,0,0,0,0,0
"Bromus striatus Hitchcock",0,2,0,0,0,0,0,0,0,0,2,0,0,0
"Bromus suksdorfii Vasey",0,0,0,0,0,40,0,0,0,0,2,0,0,0
"Bromus texensis Hitchcock",0,0,0,2,1,0,0,0,0,2,2,0,0,0
"Brylkinia caudata F.Schmidt",0,0,55,0,0,7,0,0,0,0,0,0,0,0
"Buergersiochloa bambusoides Pilg.",0,7,0,0,0,0,0,0,0,0,0,0,0,0
"Calamagrostis acutiflora (Schrad.) DC.",0,0,6,2,0,3,0,0,0,0,0,0,7,0
"Calamagrostis angustifolia Komarov",0,0,9,0,0,4,0,0,0,0,0,4,10,4
"Calamagrostis anthoxanthoides Regel",0,0,0,1,0,0,14,0,0,0,0,0,0,0
"Calamagrostis arundinacea Roth",0,19,437,28,0,50,0,9,0,0,0,2,155,9
"Calamagrostis arundinacea var. arundinacea",0,0,2,1,0,0,0,0,0,0,0,0,0,0
"Calamagrostis breweri Thurb.",0,0,0,1,0,16,0,0,0,0,0,0,0,0
"Calamagrostis cainii Hitchcock",0,0,5,0,0,0,0,0,0,0,0,0,0,0
"Calamagrostis canadensis (Michx.) P.Beauv.",0,0,318,104,1,308,0,1,0,0,20,0,217,51
"Calamagrostis canadensis var. canadensis",0,0,50,20,0,123,0,0,0,0,1,0,62,12
"Calamagrostis canadensis var. campestre",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Calamagrostis deschampsioides Trin.",0,0,4,0,0,2,0,0,0,0,0,0,18,35
"Calamagrostis divaricata P.M.Peterson & Soreng",0,0,0,0,3,0,0,0,0,0,0,0,0,0
"Calamagrostis emodensis Griseb.",0,1,2,0,0,18,7,0,0,0,0,0,0,0
"Calamagrostis erectifolia Hitchc.",0,0,0,0,3,0,0,0,0,0,0,0,0,0
"Calamagrostis eriantha Steud.",0,0,0,0,3,0,0,0,0,0,0,0,0,0
"Calamagrostis holmii Lange",0,0,0,0,0,0,0,0,0,0,0,0,1,65
"Calamagrostis howellii Vasey",0,0,0,0,0,3,0,0,0,0,0,0,0,0
"Calamagrostis inexpansa A.Gray",0,0,22,55,0,52,0,4,0,0,16,0,40,11
"Calamagrostis lapponica (Wahlenb.) Hartm.",0,0,0,0,0,11,0,0,0,0,0,0,315,229
"Calamagrostis lapponica var. lapponica",0,0,0,0,0,0,0,0,0,0,0,0,13,57
"Calamagrostis minima (Pilg.) Tovar",0,0,0,0,0,0,8,0,0,0,0,0,0,0
"Calamagrostis muiriana B.L.Wilson & Sami Gray",0,0,0,0,0,8,0,1,0,0,1,0,0,0
"Calamagrostis perplexa Scribn.",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"Calamagrostis pickeringii A.Gray",0,0,13,0,0,1,0,0,0,0,0,0,10,0
"Calamagrostis pringlei Beal",0,0,0,0,11,0,0,0,0,0,0,0,0,0
"Calamagrostis pseudophragmites (Haller f.) Koeler",0,5,118,31,1,51,74,13,0,0,24,0,0,0
"Calamagrostis purpurascens R.Br.",0,0,2,7,3,175,0,1,0,0,9,0,119,144
"Calamagrostis purpurascens subsp. purpurascens",0,0,0,0,0,0,0,0,0,0,0,0,2,18
"Calamagrostis purpurascens subsp. laricina (Louis-Marie) Elven",0,0,0,0,0,0,0,0,0,0,0,0,3,2
"Calamagrostis purpurea Trin.",0,0,114,22,0,105,4,0,0,0,0,1,318,226
"Calamagrostis rubescens Buckley",0,0,0,6,0,134,0,11,0,0,11,0,1,0
"Calamagrostis scopulorum M.E.Jones",0,0,0,0,0,23,0,0,0,0,21,0,0,0
"Calamagrostis stricta Koeler",0,0,155,123,0,190,1,1,0,0,24,1,328,321
"Calamagrostis stricta subsp. stricta",0,0,9,8,0,48,0,0,0,0,3,0,66,24
"Calamagrostis tolucensis Trin. ex Steud.",0,0,0,0,3,0,0,0,0,0,0,0,0,0
"Calamagrostis valida Sohns",3,0,0,0,7,0,0,0,0,0,0,0,0,0
"Calamagrostis villosa J.F.Gmel.",0,0,26,0,0,24,0,0,0,0,0,0,0,0
"Calamagrostis vulcanica Swallen",0,1,0,0,3,0,0,0,0,0,0,0,0,0
"Calyptochloa gracillima subsp. gracillima",0,0,2,0,0,0,0,0,0,26,0,0,0,0
"Calyptochloa gracillima subsp. ipsviciensis E.J.Thomps. & B.K.Simon",0,0,3,0,0,0,0,0,0,0,0,0,0,0
"Calyptochloa gracillima C.E.Hubb.",0,0,0,0,0,0,0,0,0,17,0,0,0,0
"Capeochloa arundinacea (P.J.Bergius) N.P.Barker & H.P.Linder",0,0,0,0,0,0,0,9,0,0,0,0,0,0
"Capeochloa cincta (Nees) N.P.Barker & H.P.Linder",0,0,0,0,0,0,0,3,0,0,0,0,0,0
"Capeochloa setacea (N.P.Barker) N.P.Barker & H.P.Linder",0,0,0,0,0,0,0,2,0,0,0,0,0,0
"Capillipedium assimile A.Camus",0,63,7,0,0,22,1,0,0,1,0,0,0,0
"Capillipedium parviflorum Stapf",4,122,122,1,0,21,6,0,0,108,1,0,0,0
"Capillipedium spicigerum S.T.Blake",0,12,62,7,0,0,0,0,0,42,0,0,0,0
"Castellia tuberculosa (Moris) Bor",0,0,0,0,0,0,0,10,0,0,0,0,0,0
"Catabrosa aquatica P.Beauv.",0,0,266,27,0,34,2,21,0,0,6,0,92,55
"Catabrosa werdermannii (Pilg.) Nicora & Rúgolo",0,0,0,0,0,0,14,1,0,0,0,0,0,0
"Catalepis gracilis Stent & Stapf",0,0,0,0,0,0,15,0,0,0,0,0,0,0
"Catapodium marinum (L.) C.E.Hubb.",0,0,29,0,0,1,0,84,0,0,0,0,0,0
"Catapodium rigidum subsp. rigidum",0,0,5,0,0,0,0,49,0,0,0,0,0,0
"Catapodium rigidum (L.) C.E.Hubb.",0,0,140,17,0,5,0,297,0,1,8,0,0,0
"Catapodium rigidum var. majus (C.Presl) M.Lainz.",0,0,0,0,0,0,0,6,0,0,0,0,0,0
"Catapodium rigidum subsp. hemipoa (Delile ex Sprengel) Kerguélen",0,0,0,0,0,0,0,15,0,0,0,0,0,0
"Cathariostachys madagascariensis (A.Camus) S.Dransf.",0,6,0,0,0,0,0,0,0,0,0,0,0,0
"Cenchrus agrimonioides Trin.",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Cenchrus brownii Roem. & Schult.",78,73,0,1,14,0,0,0,23,10,14,0,0,0
"Cenchrus caliculatus Cav.",0,6,64,2,0,0,0,0,0,12,0,0,0,0
"Cenchrus chilensis (É.Desv.) Morrone",1,1,0,0,0,0,25,0,0,0,1,0,0,0
